FlyBase.ID,Symbol,FB_Day5,FB_Day7,FB_Day14,FB_Day21,FB_Day28,FB_Day35,FB_Day42,FB_Day49,FB_Day56,FB_Day63,FB_Day70,FH_Day5,FH_Day7,FH_Day14,FH_Day21,FH_Day28,FH_Day35,FH_Day42,FH_Day49,FH_Day56,FH_Day63,FH_Day70,MB_Day5,MB_Day7,MB_Day14,MB_Day21,MB_Day28,MB_Day35,MB_Day42,MB_Day49,MB_Day56,MB_Day63,MB_Day70,MH_Day5,MH_Day7,MH_Day14,MH_Day21,MH_Day28,MH_Day35,MH_Day42,MH_Day49,MH_Day56,MH_Day63,MH_Day70
FBgn0036471,CG13460,0.191336,0.135871,0.069615,0.192324,0.240062,0.574096,0.532619,0.873995,1.406694,1.749172,2.938788,0.403525,0.109644,0.112833,0.23762,0.363037,0.116254,0.068223,0.179813,0.081445,0.215099,0.671076,0,0.0869,-4.44E-16,0,0.184,0.0652,0.268,0.754,0.896,2.5,2.12,0.347998,0.280452,0.26063,0.082041,0.19856,0.352349,0.121812,0.086165,0.199769,0.082874,0.416208
FBgn0039801,Npc2h,60.68476,38.59454,44.83543,36.51584,26.63196,35.34078,32.92156,38.72279,36.19498,36.15783,32.2932,30.21169,23.00696,16.1833,14.88964,16.52968,24.15774,21.2443,23.92946,31.04621,23.85794,20.67705,166.261,124.06785,121.04895,113.88825,91.86158,131.82475,60.72212,66.7285,61.45052,70.1107,50.70092,129.44684,110.63244,86.76948,89.65553,63.59004,73.21844,76.83439,98.93683,67.36803,58.26687,41.39507
FBgn0051326,CG31326,124.8452,103.2525,124.0136,136.6682,108.159,113.5884,126.6498,151.6792,152.9616,154.387,161.322,92.41658,122.6916,99.62188,121.82895,126.7633,140.8088,145.1033,179.91595,168.42085,171.53055,184.44845,195.8457,126.1838,127.9449,136.8327,139.0719,140.2163,118.1346,137.6519,148.2572,192.423,143.9562,122.1157,111.6011,105.5703,116.5763,115.0564,126.8979,152.4981,194.9942,179.3642,171.465,158.1349
FBgn0043806,CG32032,43.62409,43.79395,44.36022,40.36533,31.98674,30.96404,35.35953,40.27826,46.20792,53.47895,58.80853,51.27413,75.83901,63.27448,74.34246,59.77128,75.43239,66.61291,87.30968,81.29895,86.31977,92.35855,40.56797,39.29369,34.99076,33.06722,35.39907,35.16984,29.79349,39.47623,47.72049,51.63397,48.68039,59.49757,59.1497,44.85186,53.67224,51.00882,51.52278,79.39644,100.25286,81.09058,82.23996,75.83477
FBgn0050101,Vajk4,1.977259,0.377072,6.412105,0.05483,0.16278,3.02452,0.853779,0.515723,0.682399,1.259498,1.62679,4.753948,4.302377,5.903358,4.867838,5.540192,4.246671,2.222796,3.613521,2.142235,3.312856,2.022441,0.511402,0.896169,0.149032,0.142315,0.550586,0.329871,0.298451,0.199331,0.80945,0.816059,0.833675,4.076885,3.815235,4.398391,3.785258,4.220799,4.474936,3.004932,2.511117,2.055644,1.666024,1.942257
FBgn0037779,CG12811,36.01497,29.49143,40.57759,36.48431,28.02713,26.17296,24.88204,26.13366,26.39035,24.86637,25.65828,27.93782,36.27279,35.49874,32.21074,23.59385,29.59284,27.14595,28.75839,26.67942,24.91734,29.97707,40.72055,36.85966,39.12594,38.94923,31.37683,31.33916,23.23259,26.46576,21.22389,20.49937,22.14107,25.34927,23.44962,19.01817,18.23588,15.21147,15.96481,19.19443,26.10044,17.92445,15.3779,13.92743
FBgn0039461,CG5500,46.39306,35.27352,27.34683,30.32107,22.66876,17.4835,16.25393,16.09716,16.0084,11.73007,13.17553,13.39748,18.47597,13.96781,15.30716,12.94963,12.95152,12.17183,12.27032,12.87561,11.01833,12.96161,44.87813,30.28663,25.48159,29.95053,25.72653,21.30936,16.34437,17.04657,18.20139,20.39991,17.12439,19.31343,18.01263,14.70089,16.6807,14.77257,15.20861,16.95104,18.99776,19.68505,14.61654,13.45119
FBgn0035186,CG13912,73.53712,68.92499,81.56625,74.55468,47.49292,42.56685,38.6112,35.569,29.99825,23.02388,24.75064,27.53611,33.1771,32.9348,27.13516,21.6968,24.53875,24.31431,22.48982,22.11852,20.3313,17.1042,30.97524,28.09916,30.73791,34.92195,23.30084,25.50833,17.60631,23.22261,24.5879,32.68969,19.65031,13.893927,14.506305,8.792559,13.239115,7.69355,7.749096,16.488255,18.58492,17.229975,14.04243,10.314243
FBgn0035283,CG12024,39.22657,44.4846,46.30575,44.62478,39.52647,39.21171,38.59052,34.25722,31.73107,25.01075,26.12792,41.76711,47.17947,47.71529,48.91016,43.20734,45.22573,39.7097,33.80146,34.77316,38.36153,34.45739,36.13411,37.66476,49.68008,37.48472,36.42562,57.28021,33.48083,31.44646,30.21426,25.8683,28.90402,51.86851,44.95096,55.84889,54.02755,45.78014,48.08714,39.27707,43.11836,38.41055,32.51293,35.83297
FBgn0038181,tmn,471.49863,603.50264,255.98499,163.99798,240.81911,202.65183,165.24605,124.01892,103.12325,90.65994,104.01549,427.2471,293.0788,203.6023,178.2203,181.1871,165.8664,148.6309,121.1941,117.4669,108.8831,119.8276,2036.1307,1450.5248,882.4137,395.8431,433.9789,576.4374,385.9765,257.6314,138.6591,143.8821,152.4656,536.84954,375.57436,346.94843,242.62941,275.32663,258.1173,131.99319,135.31965,110.74014,90.83356,152.14132
FBgn0052649,Coq8,112.41815,81.7048,69.71559,73.64,54.36177,49.67946,48.17896,40.39661,48.30439,37.62528,43.66051,28.37984,35.83216,26.87123,29.79929,27.89797,31.26314,27.32368,37.21341,36.90011,34.33344,34.41932,92.49967,62.77492,63.32884,59.49188,55.22594,58.44398,44.64772,47.06982,42.87707,63.56593,46.50002,34.92927,35.1988,28.72424,34.48794,32.39758,34.26031,44.61857,42.9945,40.25736,38.79397,33.34472
FBgn0019830,colt,310.0349,241.405,231.1183,236.7902,139.6422,118.5664,114.9754,111.9049,134.8045,100.3163,107.6689,78.03786,105.82358,82.70091,84.29306,74.18181,84.87528,71.27188,86.82403,82.71153,75.73458,71.27711,296.2136,197.7428,178.7305,185.6875,150.9552,132.3935,104.18,120.2063,127.1158,187.677,112.1106,113.44606,110.31941,87.41464,95.24622,82.40663,80.47173,111.24335,114.56637,109.91508,96.2492,72.03556
FBgn0031562,CG3604,21.126305,9.538133,12.426295,9.757034,10.387864,20.52915,35.33423,41.148725,39.154505,35.02158,39.881535,8.480407,9.510221,8.981082,9.507489,9.602427,11.209187,11.727175,16.852394,19.719364,18.60395,22.741185,4.714606,13.32272,13.148059,29.421865,17.13853,7.574332,43.157425,55.85951,47.229895,64.08591,56.293855,6.469596,5.713374,4.45279,8.114208,7.662497,10.650575,12.991217,19.302795,27.297552,16.06652,14.898355
FBgn0039689,NdufAF1,42.19301,40.88558,37.41918,40.5206,31.70149,29.45779,27.24337,29.12784,26.11904,22.89437,23.1242,16.64631,19.98037,18.13493,17.41317,16.41727,19.71569,17.17869,17.74789,16.5,14.23923,17.29282,48.0843,33.12143,35.75771,35.51758,29.62302,33.02183,26.54323,30.57131,24.86574,30.86869,23.93485,26.09927,24.27336,19.27823,23.81068,20.60092,18.29934,26.51793,25.2464,25.16841,20.66351,20.22032
FBgn0026602,Adk3,41.87818,36.94797,35.55694,35.48045,31.30738,29.03142,24.50622,23.78826,32.6645,22.81435,30.18467,18.8581,23.53593,17.86296,19.53447,21.25117,16.49091,16.31518,15.08634,18.48517,16.67691,18.05239,51.01195,37.08443,30.48814,31.36043,31.85566,34.86265,24.159,26.66906,28.40788,30.98372,26.66669,31.7844,30.26311,27.33965,31.00533,27.37364,26.12301,27.34548,24.75897,27.00716,21.21927,19.41882
FBgn0000279,CecC,1.95895,4.161977,3.019924,6.596848,9.513894,11.76597,23.872385,22.606875,31.40595,24.069935,33.517115,8.68909,8.695757,5.635406,10.0948,13.887765,22.73267,62.667135,56.833135,90.25446,55.90285,69.50968,5.333638,4.208764,1.98159,3.598909,2.376099,4.083081,8.073262,10.437302,21.832535,23.00511,24.5578,4.133153,3.563237,1.6837,2.447745,2.223233,6.518305,11.14006,21.678075,33.98735,18.77796,16.908011
FBgn0028526,CG15293,413.1374,353.4633,442.5192,454.3319,400.3946,436.2542,455.2465,549.9058,594.1735,627.9227,681.3457,362.2641,384.4598,406.6703,450.0094,346.3071,445.4247,563.2117,595.3904,691.8666,749.3973,768.2963,657.3792,418.9293,468.377,434.37,407.116,504.3825,390.6924,499.9565,489.8579,596.0569,507.1493,412.7078,303.4686,223.7971,255.0512,203.7722,251.6522,375.0163,599.4203,405.1633,465.9341,364.3761
FBgn0260388,CG42514,57.41373,53.53793,54.88138,48.91828,37.25551,36.72243,38.08338,35.7227,37.93567,31.80808,32.53375,40.17975,58.02816,46.60751,43.51678,38.23149,46.26787,43.83756,38.38354,43.41633,38.04233,42.0082,49.70696,34.41692,33.99923,33.72915,28.16662,30.64353,32.12062,31.04985,33.68068,42.48175,36.93066,37.9347,44.01476,37.5824,39.08747,35.76983,34.57183,37.40883,42.93859,37.33105,42.15227,39.81356
FBgn0031270,CG13689,3.539896,4.680451,5.419417,4.501915,3.169842,3.831782,4.086062,3.505356,3.655663,2.952913,4.054729,6.737374,6.784251,7.283442,6.415063,3.972622,2.968617,4.78235,3.686386,4.281995,4.559118,3.641945,4.679248,4.18858,6.118541,3.70912,2.804069,4.69446,2.918087,3.030895,3.756177,5.359524,4.21279,5.475768,5.451885,4.590981,4.138276,3.449036,3.863166,4.878028,5.19228,3.887452,3.09418,3.942469
FBgn0031515,CG9664,15.00283,16.95019,20.83083,18.60358,18.74586,16.5299,18.26899,23.02273,27.61605,28.3246,28.64171,17.52699,19.39016,18.95895,17.95086,21.00829,20.43569,21.59492,30.42492,31.07831,31.53843,35.1287,30.79679,21.52242,16.95779,24.73762,21.89376,23.57079,21.12176,25.65095,23.26813,21.01581,24.76825,25.19335,20.87812,18.15477,18.90157,20.84342,23.44709,27.26841,29.26186,23.27753,27.08309,26.13001
FBgn0034511,GNBP-like3,71.74059,82.26944,47.00042,61.38325,94.38614,77.14314,143.45965,174.41785,177.5527,183.2645,172.88845,32.57876,29.74195,30.66819,48.95351,79.37072,68.89733,137.1719,221.28335,317.82585,239.73825,244.28521,98.82975,58.54339,46.26326,86.17669,56.77128,48.18829,70.56034,80.79335,172.46152,150.0104,60.511,36.85072,24.16093,12.99089,36.23501,30.09476,28.59132,63.46348,126.39549,220.52512,90.99459,52.71589
FBgn0037000,ZnT77C,28.84418,26.88464,22.8384,27.24976,31.52228,26.28353,24.87982,19.96642,17.07322,16.78137,14.56351,21.33092,16.86774,12.2867,15.10077,13.91557,14.29258,14.1269,13.18082,12.35957,11.77265,10.61406,31.98312,33.10318,28.32881,27.96595,26.46245,16.76333,25.1149,24.70487,16.90283,13.02407,18.55321,17.309501,18.684624,12.416936,11.930328,12.441134,10.254676,9.187372,10.500967,6.734972,6.736215,7.587125
FBgn0038195,CG3061,94.03521,112.25604,122.39315,119.4766,126.7867,120.19355,127.64465,107.7955,98.08082,97.39058,106.16818,106.2961,122.1616,111.2812,107.9239,106.1133,102.8918,107.0429,108.6193,102.5335,102.5851,108.6106,140.4744,168.0515,161.9067,168.3868,147.5453,145.2728,144.4366,140.0719,115.3744,108.051,126.203,156.9578,150.9809,156.8802,141.7479,147.1721,141.8988,123.2849,131.5097,111.269,114.1127,128.5193
FBgn0267679,lncRNA:CR46015,0,0.407613,0.320837,0.164489,0.215671,0.502084,0.405744,0.426823,0.905285,0.702329,0.75616,0.496646,0.407958,0.112833,0.415498,0.741847,0.25351,0.151122,0.321287,0.613637,0.740202,0.859938,0.0899,0.149361,0.24976,0.385574,0.107957,0.586513,0.762437,0.336331,0.716416,0.580797,0.813782,0.23343,0.280452,0.300414,0.32242,0.216631,0.336126,0.349519,0.238305,0.916833,0.430503,0.47832
FBgn0044047,Ilp6,6.442065,8.645475,6.141326,6.71238,7.840901,7.451533,9.012236,11.624363,10.242693,14.053628,14.835896,27.01292,28.86565,25.23829,26.30596,25.3557,27.88541,34.42043,35.99912,33.70113,36.71528,37.96963,8.093987,6.534927,10.284209,9.889,9.722847,16.874802,13.791228,13.514332,14.010545,14.48948,18.540855,23.01486,23.35207,25.29578,24.32164,24.22132,27.26218,21.56768,31.74104,33.35514,28.9911,31.61018
FBgn0004888,Scs?1,494.7552,416.8768,390.1128,371.1989,281.4914,265.7408,259.8148,253.6045,278.4355,251.7411,275.8813,249.1613,253.5899,222.9162,224.2401,190.2688,220.2861,210.1975,217.9549,250.3724,248.0517,232.3239,627.2574,429.0242,415.8961,376.9592,335.0521,362.7461,275.0965,312.9126,297.6455,463.7697,306.9907,383.6034,321.8795,271.5464,269.7524,240.4469,241.4212,289.2682,363.0248,293.5072,285.9457,239.7277
FBgn0032613,Nepl9,13.98655,11.96746,12.13585,16.61579,15.58835,15.44631,17.76278,20.73946,19.42777,21.69141,32.35659,17.13254,19.37733,19.85681,27.47631,21.39312,24.95126,27.50093,29.29088,27.58987,30.63898,33.16832,23.93786,19.20885,19.52431,23.43108,23.60493,25.4646,21.95977,20.95653,22.22604,28.47295,27.45512,20.84541,22.59877,17.27009,19.61723,19.49043,20.32178,23.34711,32.19779,19.57472,26.13763,23.52973
FBgn0085243,CG34214,3.581,2.317981,2.999524,1.675245,0.590013,1.551121,0.65377,0.734221,0.779933,0.982479,0.998394,0.748597,1.241664,0.983157,0.66839,0.758622,0.517522,0.823831,0.63069,0.670627,0.680435,0.977521,1.386085,0.930078,0.497459,1.002271,0.877542,0.905965,0.752815,0.591502,0.566219,0.816059,0.736845,0.702436,1.849359,0.844732,0.675437,0.931014,0.890404,1.265878,1.030853,0.462945,0.664575,0.809677
FBgn0051821,CG31821,33.45473,32.60516,40.71892,47.86024,58.25539,40.07497,36.76181,21.88124,17.86003,13.08445,19.39062,2.787519,3.199522,1.920735,3.975752,6.736697,3.57577,4.090609,2.007088,2.831712,2.016019,1.80982,36.40158,37.73145,40.98957,46.69855,32.53818,19.76844,27.33697,25.04705,22.29387,18.61625,22.62202,6.633425,1.797875,1.740211,2.125457,3.786299,2.641757,1.931236,1.991845,0.634176,1.096659,0.563171
FBgn0050022,CG30022,41.99628,45.19137,53.20074,51.35276,50.80963,49.08223,54.88102,50.63471,51.1724,47.10947,52.14731,25.42441,27.71439,26.2773,26.91662,26.45385,29.52568,38.5483,36.19439,40.73696,45.67097,47.82726,45.77781,40.20923,50.68855,43.39486,41.44637,54.30791,44.09361,42.96368,52.5346,67.55616,71.93156,30.48427,27.1673,26.39805,30.10088,28.91863,31.11623,34.95667,40.84495,34.68341,33.5574,41.40158
FBgn0051146,Nlg1,40.97715,40.02491,38.55856,43.55701,44.98268,36.35666,34.84279,23.04978,21.32766,17.17518,20.945,22.94387,18.32023,15.62981,18.49505,19.12427,16.46206,15.91617,15.88227,13.84195,13.17424,15.25583,69.53857,66.05345,46.74672,44.52675,46.64483,51.20728,37.66343,31.54381,24.46441,32.57765,25.41789,22.14158,18.97456,20.67922,20.89555,22.92007,20.16298,16.63084,15.08849,12.18249,12.38969,16.0789
FBgn0001987,Gli,90.63603,90.09512,106.46511,124.50199,108.0719,99.01257,101.10163,88.05828,95.9262,107.19051,103.9265,49.55488,49.4406,51.60306,52.25616,55.58387,57.22356,65.86085,73.71407,73.16707,77.27017,77.64263,74.65648,67.36008,75.19909,68.92646,67.84384,66.30021,72.21523,77.10997,70.24297,75.39572,90.12197,57.29264,55.28569,55.65987,55.80893,60.29043,61.61212,68.15884,78.35735,58.99635,75.35413,88.08824
FBgn0036007,path,548.8221,654.9697,610.6889,595.1099,502.5215,517.9095,468.6001,444.0646,371.5285,410.5733,417.229,590.1889,683.8133,661.0117,698.1685,557.6573,604.136,605.008,550.2848,501.2553,514.3136,536.014,555.8775,578.2269,536.1153,557.9076,532.5003,511.3707,500.1877,498.3721,447.6663,478.8725,479.9608,525.2929,526.9958,598.7238,518.4973,563.6568,524.9776,446.4965,572.2358,391.7575,503.4188,528.3663
FBgn0005619,Hdc,8.432784,7.850208,6.481092,4.683677,5.175832,4.551906,3.916894,3.896028,5.201786,4.975973,4.40052,36.60144,37.49921,30.8094,27.54503,29.29205,26.03245,23.41952,22.12124,21.14525,22.10364,25.08487,15.10404,7.8506,8.020019,8.311734,7.249095,6.296437,4.538247,5.402108,7.23191,6.185549,5.212691,44.42383,41.6275,45.07563,36.46455,35.37101,35.3609,27.67723,20.46695,23.39478,22.39974,26.79937
FBgn0000163,baz,122.9151,141.5573,143.5411,138.8907,162.447,160.4452,169.5608,155.7991,152.701,169.7628,202.3193,147.8751,143.0255,151.0126,153.9446,166.8263,173.3524,174.3214,187.2966,178.0979,178.9622,203.6151,193.0819,169.0311,171.043,150.3964,166.2873,179.6936,197.4957,184.8165,172.6741,180.2871,188.8368,197.5727,193.8604,234.7388,207.1111,247.7109,242.1376,229.6472,242.1615,233.9027,199.8495,264.342
FBgn0030941,wgn,29.08093,29.48831,28.96826,24.62899,31.22984,27.20456,24.66707,22.21836,21.64758,18.85685,21.73012,39.47395,39.50959,32.75807,35.99244,31.98701,34.24151,33.32807,31.70939,31.46915,30.52042,33.10481,44.13665,45.96619,53.12194,35.81654,38.83435,54.22614,39.24972,37.11999,24.97611,24.04134,30.28323,49.37671,39.16172,42.9543,37.60872,38.07925,36.96,32.15498,35.04014,28.59228,28.00609,30.6771
FBgn0035379,spz5,4.879428,4.303379,4.120192,2.527204,1.9816,2.15236,2.888222,2.156338,2.17255,2.456979,2.406809,6.159835,4.82494,4.055015,5.507031,4.680918,5.334962,4.572522,3.969334,4.159719,4.149282,4.727837,5.615833,5.619705,5.034233,3.377052,3.411196,4.060572,2.377199,4.158701,2.897544,3.204631,2.788694,6.470838,6.752535,7.205722,7.631712,9.465907,9.023736,8.739338,9.343571,7.326967,7.589629,6.253242
FBgn0004852,Ac76E,98.76497,83.61878,76.78135,72.67251,76.68879,73.79951,69.06524,65.72214,69.53251,64.94452,60.72234,103.46984,101.99495,93.00965,97.49241,100.57913,96.6351,86.69904,83.90068,83.59424,69.42051,71.71351,108.92312,95.16778,87.93024,78.66035,71.6246,73.66755,72.39024,66.95748,56.92494,55.62151,57.70638,77.66056,74.26158,75.52984,61.642,75.34866,74.63065,63.54201,55.56082,52.77829,52.1114,66.76305
FBgn0034490,CG9864,203.82135,229.44455,207.8009,222.46735,146.83225,141.25935,132.31415,102.76167,78.18298,71.84789,66.29568,5.886585,7.732562,10.912483,8.65179,9.530593,8.144579,8.390241,7.890693,5.538891,7.074954,8.557191,80.79343,78.03095,71.56843,77.3141,63.09473,48.27009,48.68192,55.41844,51.09253,52.80246,49.46739,8.004853,7.064145,6.666194,7.219767,6.639198,6.304414,8.0237,5.06109,5.2573,4.876923,5.232818
FBgn0037615,CG11760,1.785923,1.888244,1.028339,1.180099,2.726176,1.270784,1.719008,1.423992,1.107056,0.914984,1.050521,1.400445,0.894942,1.19486,1.113085,1.369276,0.771033,0.974953,0.848842,0.746685,0.885683,0.515187,3.669715,3.162103,2.296146,2.397617,3.514524,3.272853,2.535616,2.389399,1.579038,1.302324,1.699504,1.608699,1.63665,2.767547,1.600741,2.041278,1.221409,1.066319,0.727333,0.595215,0.877138,1.132717
FBgn0262808,CG43179,1.371301,1.244962,0.606866,1.592581,1.725364,1.988905,4.027887,5.257096,3.906367,4.980669,5.666195,4.780688,5.203733,3.953577,4.663458,5.469077,8.889731,14.056258,14.674245,22.637685,18.682765,20.06609,1.067754,1.363307,0.350489,1.436717,0.578856,1.201922,1.806193,1.631017,1.612262,2.002336,1.950115,4.673792,3.202847,3.239603,2.535531,2.516554,2.074246,2.547675,6.016675,4.094915,6.06152,5.53479
FBgn0037906,PGRP-LB,43.78221,45.98952,61.94704,69.42413,93.58682,91.81274,117.99788,91.12693,93.36972,79.71574,88.53834,11.52418,13.55422,11.37963,19.7759,23.17704,25.60116,35.98407,35.02314,46.45352,39.35921,50.77776,61.74414,56.32106,79.00543,53.64616,46.2448,63.03049,71.13002,74.6493,61.36938,71.02232,65.6245,22.05888,20.33348,16.17723,16.15025,19.1662,23.05123,28.94932,36.38846,47.31153,31.22712,32.12136
FBgn0000278,CecB,0.382672,0.820756,0.174036,1.110513,0.675511,2.551283,3.603676,4.227527,4.289463,4.570227,3.402474,0.748597,1.070783,1.12392,0.623247,2.489932,3.607273,9.257295,9.177848,17.137372,9.303779,9.496888,1.260826,0.756334,0.151093,0.28463,0.544414,0.625142,2.426485,1.650488,3.328185,1.232751,1.158679,0.602895,0.676066,0.043438,0.412077,0.735619,0.651617,1.657619,3.12897,6.922842,2.644383,1.753841
FBgn0038462,EMC2A,14.83429,16.204465,12.03595,11.419696,10.47362,9.06866,10.460315,10.229015,9.309588,8.708883,10.43433,11.527804,14.11527,10.617719,7.82551,6.923233,8.594212,7.448189,8.384165,7.499387,8.016137,6.803131,23.07278,16.26651,15.57262,19.33031,13.85172,13.16876,11.89726,14.05719,11.3855,12.40472,12.17967,13.418479,12.212555,7.449058,12.700775,8.729049,10.942439,9.410227,11.34006,9.67607,7.631699,8.156398
FBgn0029849,Efr,83.09584,83.55456,83.1779,79.67833,58.36194,54.64771,53.98274,50.21164,64.93954,49.57662,55.66201,47.30479,59.54599,47.87772,49.74475,39.11227,43.84001,44.87638,50.63121,48.07818,47.99994,50.22476,85.6075,75.16224,68.8352,71.91507,64.09131,57.35439,48.69648,57.135,51.94325,65.7442,55.27795,69.60894,66.29245,54.25393,56.59808,55.52895,51.55441,63.88938,72.25112,53.15593,56.29434,52.35123
FBgn0039040,CG13833,40.24697,35.38222,28.33974,30.07845,17.5661,17.41349,12.55645,15.79164,18.12581,13.12299,18.71872,50.62208,52.46899,36.10407,40.10408,24.67694,37.64025,30.75464,40.52222,34.1339,34.91206,34.14632,123.07336,54.66484,47.29204,55.80592,38.63954,38.02806,20.82448,25.12564,21.04047,34.84505,19.69963,154.44425,143.45615,115.6406,137.77075,103.65256,96.89133,123.94616,130.44163,98.56619,76.9588,65.28473
FBgn0039665,CG2310,12.018635,10.72803,10.339439,9.913133,8.951605,8.691169,9.571264,11.101139,12.903245,13.3333,11.89725,5.56214,5.079807,5.694225,7.157793,5.435526,6.285997,6.746126,7.55102,9.144874,9.3376,8.835997,5.988704,4.094441,4.90788,6.010427,5.209982,5.363247,5.033604,7.056515,9.829064,9.894048,9.951592,5.050939,3.553753,3.588246,4.851928,4.352943,3.88081,8.597917,9.072743,7.67625,8.812814,8.137819
FBgn0020762,Atet,84.32176,78.88374,97.78348,97.27098,107.0834,94.43212,89.62372,80.91638,74.03948,71.92713,67.5191,128.5458,134.5097,132.6483,122.3488,130.1345,138.8135,132.2231,127.349,108.3406,100.6595,98.4392,85.55421,72.74371,87.42747,76.87049,85.84289,91.15334,68.43426,69.58912,66.85497,62.75229,64.1645,145.803,129.3319,158.7293,132.7863,148.5,151.9826,114.9,112.7796,100.5526,103.9258,127.9427
FBgn0031801,CG9498,222.1349,275.8729,264.0154,311.5553,262.0939,239.7346,243.1237,220.9337,185.838,182.7005,158.6854,93.42555,110.26128,75.11974,101.6912,104.68585,120.62013,114.17723,147.6577,117.80952,111.29399,85.35612,373.801,299.2005,282.5974,266.9795,227.8623,175.2128,154.7888,164.6763,144.973,179.213,152.4508,181.26279,186.22851,139.59466,152.16109,139.01313,96.08333,127.61648,118.20439,107.51583,81.60577,75.66384
FBgn0039111,PTPMT1,10.601739,11.0053,11.780945,10.721665,9.069969,10.148845,8.660234,7.963432,7.046712,5.339268,6.098535,6.987511,9.357981,7.898328,8.404287,7.332583,6.844783,7.789301,7.18758,6.331795,6.940642,7.408021,11.61413,10.580605,9.394292,8.538225,8.55075,7.590067,6.731525,6.416305,7.021903,7.473436,6.599544,7.525565,7.121048,5.700565,6.904831,5.598285,5.814168,6.878469,8.038763,6.380724,7.008562,6.33032
FBgn0019952,Orct,158.3614,113.83114,120.88561,122.06078,71.78844,74.26324,66.74251,58.9663,55.46991,38.24369,38.96731,75.17991,86.40199,78.94614,89.72462,69.2993,86.93179,69.87324,66.71908,63.27595,48.17566,41.97449,81.77059,84.99537,86.9299,91.7947,57.30186,37.03768,35.80451,38.07191,37.88211,41.46042,32.86175,42.18456,48.15516,35.84788,35.83147,36.11801,29.79916,44.3235,48.21567,34.61292,33.33851,28.278
FBgn0039325,CG10560,75.99865,137.446,148.89825,134.28065,136.15785,118.97855,102.89269,89.58755,87.69818,84.36657,92.22677,81.1188,99.4155,93.33701,87.43335,66.60791,76.08347,79.52761,65.98637,58.55754,56.0279,54.55669,227.35645,199.8516,264.76575,188.58405,193.4914,204.8233,153.85095,168.44395,133.12785,92.26641,139.0508,105.1951,103.18345,83.5354,85.57976,80.4374,71.2237,72.06974,87.22802,43.19258,47.12029,52.7702
FBgn0037709,Bckdha,53.76507,58.87585,57.6872,55.32364,51.73727,49.42856,45.1779,39.89293,37.58743,36.92139,36.04167,25.93558,35.25392,29.81334,33.27734,28.25498,29.69445,31.96797,31.64302,30.71752,26.92548,27.50806,68.94271,57.12858,51.70143,59.57495,51.51061,49.09906,43.25959,44.27135,41.61707,38.71598,39.21068,28.80473,30.58015,23.95918,28.2353,26.10197,25.24356,31.29676,32.09609,26.58094,27.33994,24.89413
FBgn0051522,CG31522,120.07108,160.18695,151.22262,102.95217,157.42628,151.72865,127.59759,112.98304,102.4385,103.30852,91.86103,170.8752,170.4441,152.4569,171.8735,174.814,175.9493,169.121,134.7966,153.8837,127.9258,136.3407,228.9179,250.9347,246.6251,209.8667,214.0679,222.7287,240.4159,181.519,137.1766,148.4778,149.8182,206.324,185.6798,238.3655,146.7086,234.6774,185.2466,106.4974,151.3307,102.8361,114.572,132.9457
FBgn0261341,verm,23.68636,12.799513,15.862435,8.142149,6.669093,7.714442,7.214369,7.710658,11.384775,6.804378,11.203928,15.858073,9.309572,7.370916,9.19014,8.270717,10.209789,8.047515,13.626765,14.350125,14.034326,14.94429,10.953153,9.229891,7.370436,6.908554,6.373095,7.046512,4.848823,9.699738,9.612418,10.704609,6.502806,13.379835,9.875443,8.968993,8.860593,8.99063,8.120659,10.44102,9.657905,8.788759,11.535327,13.357885
FBgn0000055,Adh,16.492955,17.330145,15.352525,13.288945,9.997607,9.567037,10.44314,12.372511,11.83725,8.367498,9.774937,24.03076,21.2063,18.82918,19.95804,17.09302,18.95294,13.11308,16.22576,21.72993,18.21084,21.78912,29.96928,28.41162,30.20452,29.03452,22.86229,24.44952,15.23083,16.40572,12.96055,11.38097,13.74283,32.28392,35.17849,41.21027,34.30958,31.48601,26.74076,28.95417,28.69519,26.96051,21.32049,25.40255
FBgn0035790,Cyp316a1,1.248351,0.549015,1.240968,1.880647,0.805683,0.92244,0.648045,1.039744,2.207408,2.599792,2.544788,2.573865,1.070783,1.685517,1.292311,1.798412,1.215046,1.496541,1.703064,1.843604,1.931624,1.884978,1.341135,1.797666,1.097709,1.351108,1.016085,1.637263,1.667412,1.593361,1.840875,2.610702,2.751545,1.82326,1.353488,1.711388,1.026452,1.993163,1.521388,1.617242,2.646953,1.711818,2.049713,1.944337
FBgn0032032,CG17294,10.018578,10.151117,12.26446,11.694685,10.819463,9.891943,10.406575,7.075512,7.965738,8.208253,7.057747,13.315918,13.055861,11.932396,12.59318,9.571888,9.882027,10.480139,8.257264,9.753125,9.277835,8.847877,10.609729,10.358096,9.817675,9.493057,10.419964,10.886801,10.035837,9.439423,8.650124,7.084034,10.020897,12.95241,10.836026,10.557371,10.907486,9.990995,11.250381,11.618766,10.247202,8.497917,7.30558,9.220764
