FBgn,Dependent,Source,DF,SS,MS,FValue,ProbF
FBgn0028833,Expression,Model,65,113248,1742,3.39,8.62940E-07
FBgn0028833,Expression,Error,66,33966,515,_,_
FBgn0028833,Expression,Corrected Total,131,147214,_,_,_
FBgn0028836,Expression,Model,65,40234,619,5.26,9.19738E-11
FBgn0028836,Expression,Error,66,7761,118,_,_
FBgn0028836,Expression,Corrected Total,131,47996,_,_,_
FBgn0028837,Expression,Model,65,29307,451,15.86,1.99369E-23
FBgn0028837,Expression,Error,66,1876,28,_,_
FBgn0028837,Expression,Corrected Total,131,31183,_,_,_
FBgn0028838,Expression,Model,65,310216,4773,14.48,2.81902E-22
FBgn0028838,Expression,Error,66,21756,330,_,_
FBgn0028838,Expression,Corrected Total,131,331973,_,_,_
FBgn0028841,Expression,Model,65,8085,124,2.04,2.13774E-03
FBgn0028841,Expression,Error,66,4014,61,_,_
FBgn0028841,Expression,Corrected Total,131,12099,_,_,_
FBgn0028844,Expression,Model,65,118724,1827,26.23,5.71312E-30
FBgn0028844,Expression,Error,66,4597,70,_,_
FBgn0028844,Expression,Corrected Total,131,123320,_,_,_
FBgn0028847,Expression,Model,65,1959111,30140,8.96,1.74161E-16
FBgn0028847,Expression,Error,66,222075,3365,_,_
FBgn0028847,Expression,Corrected Total,131,2181186,_,_,_
FBgn0028848,Expression,Model,65,2909348,44759,10.12,6.60809E-18
FBgn0028848,Expression,Error,66,292007,4424,_,_
FBgn0028848,Expression,Corrected Total,131,3201355,_,_,_
FBgn0028850,Expression,Model,65,508172,7818,12.63,1.38506E-20
FBgn0028850,Expression,Error,66,40845,619,_,_
FBgn0028850,Expression,Corrected Total,131,549017,_,_,_
FBgn0028852,Expression,Model,65,76358,1175,13.04,5.61748E-21
FBgn0028852,Expression,Error,66,5945,90,_,_
FBgn0028852,Expression,Corrected Total,131,82303,_,_,_
FBgn0028853,Expression,Model,65,13047,201,9.30,6.33687E-17
FBgn0028853,Expression,Error,66,1424,22,_,_
FBgn0028853,Expression,Corrected Total,131,14471,_,_,_
FBgn0028855,Expression,Model,65,4106,63,4.20,1.27370E-08
FBgn0028855,Expression,Error,66,993,15,_,_
FBgn0028855,Expression,Corrected Total,131,5099,_,_,_
FBgn0028856,Expression,Model,65,387817,5966,9.20,8.51653E-17
FBgn0028856,Expression,Error,66,42795,648,_,_
FBgn0028856,Expression,Corrected Total,131,430612,_,_,_
FBgn0028857,Expression,Model,65,834668,12841,12.36,2.55045E-20
FBgn0028857,Expression,Error,66,68554,1039,_,_
FBgn0028857,Expression,Corrected Total,131,903221,_,_,_
FBgn0028858,Expression,Model,65,141589,2178,19.09,8.46102E-26
FBgn0028858,Expression,Error,66,7531,114,_,_
FBgn0028858,Expression,Corrected Total,131,149120,_,_,_
FBgn0028862,Expression,Model,65,28635,441,10.02,8.54702E-18
FBgn0028862,Expression,Error,66,2901,44,_,_
FBgn0028862,Expression,Corrected Total,131,31537,_,_,_
FBgn0028863,Expression,Model,65,733720,11288,6.18,2.11468E-12
FBgn0028863,Expression,Error,66,120493,1826,_,_
FBgn0028863,Expression,Corrected Total,131,854213,_,_,_
FBgn0028864,Expression,Model,65,20,0,2.71,3.98461E-05
FBgn0028864,Expression,Error,66,7,0,_,_
FBgn0028864,Expression,Corrected Total,131,27,_,_,_
FBgn0028866,Expression,Model,65,9,0,1.62,2.66283E-02
FBgn0028866,Expression,Error,66,6,0,_,_
FBgn0028866,Expression,Corrected Total,131,15,_,_,_
FBgn0028868,Expression,Model,65,425799,6551,5.08,2.03901E-10
FBgn0028868,Expression,Error,66,85077,1289,_,_
FBgn0028868,Expression,Corrected Total,131,510876,_,_,_
FBgn0028870,Expression,Model,65,20566247,316404,23.99,8.71420E-29
FBgn0028870,Expression,Error,66,870595,13191,_,_
FBgn0028870,Expression,Corrected Total,131,21436842,_,_,_
FBgn0028872,Expression,Model,65,31018,477,12.01,5.68999E-20
FBgn0028872,Expression,Error,66,2621,40,_,_
FBgn0028872,Expression,Corrected Total,131,33639,_,_,_
FBgn0028875,Expression,Model,65,584212,8988,3.46,5.65698E-07
FBgn0028875,Expression,Error,66,171287,2595,_,_
FBgn0028875,Expression,Corrected Total,131,755500,_,_,_
FBgn0028879,Expression,Model,65,101108,1556,7.89,4.79446E-15
FBgn0028879,Expression,Error,66,13009,197,_,_
FBgn0028879,Expression,Corrected Total,131,114117,_,_,_
FBgn0028880,Expression,Model,65,491890,7568,17.05,2.40926E-24
FBgn0028880,Expression,Error,66,29297,444,_,_
FBgn0028880,Expression,Corrected Total,131,521187,_,_,_
FBgn0028884,Expression,Model,65,46102,709,17.00,2.63460E-24
FBgn0028884,Expression,Error,66,2754,42,_,_
FBgn0028884,Expression,Corrected Total,131,48856,_,_,_
FBgn0028886,Expression,Model,65,82325,1267,33.03,4.62116E-33
FBgn0028886,Expression,Error,66,2531,38,_,_
FBgn0028886,Expression,Corrected Total,131,84856,_,_,_
FBgn0028887,Expression,Model,65,751992,11569,32.06,1.16963E-32
FBgn0028887,Expression,Error,66,23820,361,_,_
FBgn0028887,Expression,Corrected Total,131,775812,_,_,_
FBgn0028888,Expression,Model,65,73782,1135,7.51,1.69427E-14
FBgn0028888,Expression,Error,66,9972,151,_,_
FBgn0028888,Expression,Corrected Total,131,83754,_,_,_
FBgn0028892,Expression,Model,65,930761,14319,15.44,4.36193E-23
FBgn0028892,Expression,Error,66,61204,927,_,_
FBgn0028892,Expression,Corrected Total,131,991965,_,_,_
FBgn0028893,Expression,Model,65,550551,8470,6.29,1.41233E-12
FBgn0028893,Expression,Error,66,88913,1347,_,_
FBgn0028893,Expression,Corrected Total,131,639464,_,_,_
FBgn0028894,Expression,Model,65,15961,246,5.82,9.02781E-12
FBgn0028894,Expression,Error,66,2786,42,_,_
FBgn0028894,Expression,Corrected Total,131,18747,_,_,_
FBgn0028895,Expression,Model,65,6552,101,13.11,4.84541E-21
FBgn0028895,Expression,Error,66,507,8,_,_
FBgn0028895,Expression,Corrected Total,131,7059,_,_,_
FBgn0028896,Expression,Model,65,60221,926,3.70,1.62037E-07
FBgn0028896,Expression,Error,66,16536,251,_,_
FBgn0028896,Expression,Corrected Total,131,76757,_,_,_
FBgn0028897,Expression,Model,65,17734,273,6.52,5.73115E-13
FBgn0028897,Expression,Error,66,2760,42,_,_
FBgn0028897,Expression,Corrected Total,131,20494,_,_,_
FBgn0028899,Expression,Model,65,706989,10877,7.91,4.54551E-15
FBgn0028899,Expression,Error,66,90776,1375,_,_
FBgn0028899,Expression,Corrected Total,131,797765,_,_,_
FBgn0028900,Expression,Model,65,15163,233,54.48,6.58199E-40
FBgn0028900,Expression,Error,66,283,4,_,_
FBgn0028900,Expression,Corrected Total,131,15446,_,_,_
FBgn0028901,Expression,Model,65,5003623,76979,16.85,3.39931E-24
FBgn0028901,Expression,Error,66,301523,4569,_,_
FBgn0028901,Expression,Corrected Total,131,5305146,_,_,_
FBgn0028902,Expression,Model,65,1782971,27430,11.20,4.01594E-19
FBgn0028902,Expression,Error,66,161613,2449,_,_
FBgn0028902,Expression,Corrected Total,131,1944585,_,_,_
FBgn0028903,Expression,Model,65,1315118,20233,12.57,1.60172E-20
FBgn0028903,Expression,Error,66,106249,1610,_,_
FBgn0028903,Expression,Corrected Total,131,1421367,_,_,_
FBgn0028913,Expression,Model,65,91375,1406,27.50,1.32646E-30
FBgn0028913,Expression,Error,66,3373,51,_,_
FBgn0028913,Expression,Corrected Total,131,94748,_,_,_
FBgn0028916,Expression,Model,65,206868,3183,16.34,8.37690E-24
FBgn0028916,Expression,Error,66,12855,195,_,_
FBgn0028916,Expression,Corrected Total,131,219724,_,_,_
FBgn0028919,Expression,Model,65,4113,63,11.17,4.32062E-19
FBgn0028919,Expression,Error,66,374,6,_,_
FBgn0028919,Expression,Corrected Total,131,4486,_,_,_
FBgn0028920,Expression,Model,65,14308702,220134,8.84,2.49278E-16
FBgn0028920,Expression,Error,66,1644050,24910,_,_
FBgn0028920,Expression,Corrected Total,131,15952752,_,_,_
FBgn0028926,Expression,Model,65,2141,33,1.82,8.40735E-03
FBgn0028926,Expression,Error,66,1197,18,_,_
FBgn0028926,Expression,Corrected Total,131,3337,_,_,_
FBgn0028931,Expression,Model,65,675,10,4.18,1.41494E-08
FBgn0028931,Expression,Error,66,164,2,_,_
FBgn0028931,Expression,Corrected Total,131,840,_,_,_
FBgn0028932,Expression,Model,65,1522,23,7.70,9.05414E-15
FBgn0028932,Expression,Error,66,201,3,_,_
FBgn0028932,Expression,Corrected Total,131,1723,_,_,_
FBgn0028935,Expression,Model,65,417812,6428,11.15,4.57276E-19
FBgn0028935,Expression,Error,66,38049,577,_,_
FBgn0028935,Expression,Corrected Total,131,455861,_,_,_
FBgn0028936,Expression,Model,65,22109,340,5.77,1.08394E-11
FBgn0028936,Expression,Error,66,3889,59,_,_
FBgn0028936,Expression,Corrected Total,131,25998,_,_,_
FBgn0028938,Expression,Model,65,756,12,4.27,8.86008E-09
FBgn0028938,Expression,Error,66,180,3,_,_
FBgn0028938,Expression,Corrected Total,131,936,_,_,_
FBgn0028939,Expression,Model,65,319,5,6.02,4.02761E-12
FBgn0028939,Expression,Error,66,54,1,_,_
FBgn0028939,Expression,Corrected Total,131,373,_,_,_
FBgn0028940,Expression,Model,65,493581,7594,8.21,1.69639E-15
FBgn0028940,Expression,Error,66,61009,924,_,_
FBgn0028940,Expression,Corrected Total,131,554590,_,_,_
FBgn0028941,Expression,Model,65,60103,925,7.28,3.73021E-14
FBgn0028941,Expression,Error,66,8380,127,_,_
FBgn0028941,Expression,Corrected Total,131,68484,_,_,_
FBgn0028942,Expression,Model,65,70605,1086,13.67,1.47439E-21
FBgn0028942,Expression,Error,66,5245,79,_,_
FBgn0028942,Expression,Corrected Total,131,75850,_,_,_
FBgn0028943,Expression,Model,65,106527,1639,4.79,7.49267E-10
FBgn0028943,Expression,Error,66,22568,342,_,_
FBgn0028943,Expression,Corrected Total,131,129096,_,_,_
FBgn0028944,Expression,Model,65,42014,646,2.14,1.16829E-03
FBgn0028944,Expression,Error,66,19888,301,_,_
FBgn0028944,Expression,Corrected Total,131,61903,_,_,_
FBgn0028945,Expression,Model,65,14097,217,13.31,3.15397E-21
FBgn0028945,Expression,Error,66,1076,16,_,_
FBgn0028945,Expression,Corrected Total,131,15173,_,_,_
FBgn0028946,Expression,Model,65,34,1,3.77,1.08822E-07
FBgn0028946,Expression,Error,66,9,0,_,_
FBgn0028946,Expression,Corrected Total,131,43,_,_,_
FBgn0028948,Expression,Model,65,2519,39,24.79,3.17758E-29
FBgn0028948,Expression,Error,66,103,2,_,_
FBgn0028948,Expression,Corrected Total,131,2622,_,_,_
FBgn0028949,Expression,Model,65,25386,391,73.22,5.13860E-44
FBgn0028949,Expression,Error,66,352,5,_,_
FBgn0028949,Expression,Corrected Total,131,25738,_,_,_
FBgn0028950,Expression,Model,65,3795089,58386,95.09,1.12426E-47
FBgn0028950,Expression,Error,66,40522,614,_,_
FBgn0028950,Expression,Corrected Total,131,3835612,_,_,_
FBgn0028952,Expression,Model,65,15727,242,21.94,1.30248E-27
FBgn0028952,Expression,Error,66,728,11,_,_
FBgn0028952,Expression,Corrected Total,131,16455,_,_,_
FBgn0028953,Expression,Model,65,74505,1146,3.86,6.84168E-08
FBgn0028953,Expression,Error,66,19581,297,_,_
FBgn0028953,Expression,Corrected Total,131,94087,_,_,_
FBgn0028956,Expression,Model,65,3528,54,6.07,3.31482E-12
FBgn0028956,Expression,Error,66,590,9,_,_
FBgn0028956,Expression,Corrected Total,131,4118,_,_,_
FBgn0028962,Expression,Model,65,28744,442,12.61,1.46764E-20
FBgn0028962,Expression,Error,66,2315,35,_,_
FBgn0028962,Expression,Corrected Total,131,31059,_,_,_
FBgn0028963,Expression,Model,65,74,1,3.63,2.27137E-07
FBgn0028963,Expression,Error,66,21,0,_,_
FBgn0028963,Expression,Corrected Total,131,94,_,_,_
FBgn0028965,Expression,Model,65,50243,773,12.77,1.01870E-20
FBgn0028965,Expression,Error,66,3995,61,_,_
FBgn0028965,Expression,Corrected Total,131,54238,_,_,_
FBgn0028968,Expression,Model,65,269246,4142,1.81,8.94168E-03
FBgn0028968,Expression,Error,66,151386,2294,_,_
FBgn0028968,Expression,Corrected Total,131,420633,_,_,_
FBgn0028969,Expression,Model,65,136299,2097,1.14,3.02821E-01
FBgn0028969,Expression,Error,66,121774,1845,_,_
FBgn0028969,Expression,Corrected Total,131,258073,_,_,_
FBgn0028970,Expression,Model,65,3082,47,2.09,1.63916E-03
FBgn0028970,Expression,Error,66,1498,23,_,_
FBgn0028970,Expression,Corrected Total,131,4581,_,_,_
FBgn0028974,Expression,Model,65,395744,6088,3.43,6.70584E-07
FBgn0028974,Expression,Error,66,117091,1774,_,_
FBgn0028974,Expression,Corrected Total,131,512835,_,_,_
FBgn0028978,Expression,Model,65,45737,704,10.37,3.37346E-18
FBgn0028978,Expression,Error,66,4479,68,_,_
FBgn0028978,Expression,Corrected Total,131,50216,_,_,_
FBgn0028979,Expression,Model,65,3721,57,5.95,5.29642E-12
FBgn0028979,Expression,Error,66,635,10,_,_
FBgn0028979,Expression,Corrected Total,131,4357,_,_,_
FBgn0028980,Expression,Model,65,277656,4272,11.94,6.81527E-20
FBgn0028980,Expression,Error,66,23616,358,_,_
FBgn0028980,Expression,Corrected Total,131,301272,_,_,_
FBgn0028981,Expression,Model,65,9,0,2.02,2.54118E-03
FBgn0028981,Expression,Error,66,5,0,_,_
FBgn0028981,Expression,Corrected Total,131,14,_,_,_
FBgn0028982,Expression,Model,65,446094,6863,5.35,6.29626E-11
FBgn0028982,Expression,Error,66,84635,1282,_,_
FBgn0028982,Expression,Corrected Total,131,530729,_,_,_
FBgn0028983,Expression,Model,65,146383,2252,12.22,3.56375E-20
FBgn0028983,Expression,Error,66,12167,184,_,_
FBgn0028983,Expression,Corrected Total,131,158549,_,_,_
FBgn0028984,Expression,Model,65,42688,657,1.85,6.89281E-03
FBgn0028984,Expression,Error,66,23433,355,_,_
FBgn0028984,Expression,Corrected Total,131,66121,_,_,_
FBgn0028986,Expression,Model,65,48247385,742267,1.91,4.69564E-03
FBgn0028986,Expression,Error,66,25594388,387794,_,_
FBgn0028986,Expression,Corrected Total,131,73841772,_,_,_
FBgn0028987,Expression,Model,65,64969058,999524,1.97,3.31537E-03
FBgn0028987,Expression,Error,66,33451142,506835,_,_
FBgn0028987,Expression,Corrected Total,131,98420200,_,_,_
FBgn0028988,Expression,Model,65,129279,1989,1.69,1.76033E-02
FBgn0028988,Expression,Error,66,77661,1177,_,_
FBgn0028988,Expression,Corrected Total,131,206939,_,_,_
FBgn0028990,Expression,Model,65,147637,2271,4.68,1.24821E-09
FBgn0028990,Expression,Error,66,32017,485,_,_
FBgn0028990,Expression,Corrected Total,131,179654,_,_,_
FBgn0028992,Expression,Model,65,28452,438,11.03,6.15076E-19
FBgn0028992,Expression,Error,66,2619,40,_,_
FBgn0028992,Expression,Corrected Total,131,31071,_,_,_
FBgn0028993,Expression,Model,65,1520090,23386,17.34,1.45122E-24
FBgn0028993,Expression,Error,66,88992,1348,_,_
FBgn0028993,Expression,Corrected Total,131,1609082,_,_,_
FBgn0028996,Expression,Model,65,2672783,41120,7.69,9.29613E-15
FBgn0028996,Expression,Error,66,352866,5346,_,_
FBgn0028996,Expression,Corrected Total,131,3025649,_,_,_
FBgn0028997,Expression,Model,65,566009,8708,15.76,2.39311E-23
FBgn0028997,Expression,Error,66,36459,552,_,_
FBgn0028997,Expression,Corrected Total,131,602468,_,_,_
FBgn0028999,Expression,Model,65,775,12,1.53,4.35553E-02
FBgn0028999,Expression,Error,66,514,8,_,_
FBgn0028999,Expression,Corrected Total,131,1289,_,_,_
FBgn0029002,Expression,Model,65,7628,117,4.26,9.21807E-09
FBgn0029002,Expression,Error,66,1817,28,_,_
FBgn0029002,Expression,Corrected Total,131,9445,_,_,_
FBgn0029003,Expression,Model,65,5815,89,17.58,9.69085E-25
FBgn0029003,Expression,Error,66,336,5,_,_
FBgn0029003,Expression,Corrected Total,131,6150,_,_,_
FBgn0029006,Expression,Model,65,117478,1807,3.01,6.85247E-06
FBgn0029006,Expression,Error,66,39576,600,_,_
FBgn0029006,Expression,Corrected Total,131,157053,_,_,_
FBgn0029067,Expression,Model,65,124112,1909,5.11,1.82582E-10
FBgn0029067,Expression,Error,66,24677,374,_,_
FBgn0029067,Expression,Corrected Total,131,148788,_,_,_
FBgn0029079,Expression,Model,65,60750,935,84.30,5.49961E-46
FBgn0029079,Expression,Error,66,732,11,_,_
FBgn0029079,Expression,Corrected Total,131,61481,_,_,_
FBgn0029082,Expression,Model,65,5993,92,11.35,2.78194E-19
FBgn0029082,Expression,Error,66,536,8,_,_
FBgn0029082,Expression,Corrected Total,131,6529,_,_,_
FBgn0029084,Expression,Model,65,421369,6483,21.36,2.90998E-27
FBgn0029084,Expression,Error,66,20029,303,_,_
FBgn0029084,Expression,Corrected Total,131,441397,_,_,_
FBgn0029088,Expression,Model,65,48050,739,5.79,1.03036E-11
FBgn0029088,Expression,Error,66,8433,128,_,_
FBgn0029088,Expression,Corrected Total,131,56483,_,_,_
FBgn0029091,Expression,Model,65,191588,2948,36.35,2.32269E-34
FBgn0029091,Expression,Error,66,5352,81,_,_
FBgn0029091,Expression,Corrected Total,131,196940,_,_,_
FBgn0029092,Expression,Model,65,1891032,29093,13.95,8.25455E-22
FBgn0029092,Expression,Error,66,137669,2086,_,_
FBgn0029092,Expression,Corrected Total,131,2028701,_,_,_
FBgn0029093,Expression,Model,65,3712036,57108,2.87,1.55082E-05
FBgn0029093,Expression,Error,66,1312481,19886,_,_
FBgn0029093,Expression,Corrected Total,131,5024517,_,_,_
FBgn0029094,Expression,Model,65,457580,7040,106.76,2.65451E-49
FBgn0029094,Expression,Error,66,4352,66,_,_
FBgn0029094,Expression,Corrected Total,131,461932,_,_,_
FBgn0029095,Expression,Model,65,30286,466,4.39,4.90845E-09
FBgn0029095,Expression,Error,66,7001,106,_,_
FBgn0029095,Expression,Corrected Total,131,37287,_,_,_
FBgn0029105,Expression,Model,65,64100,986,17.76,7.18565E-25
FBgn0029105,Expression,Error,66,3664,56,_,_
FBgn0029105,Expression,Corrected Total,131,67765,_,_,_
FBgn0029113,Expression,Model,65,764896,11768,71.97,8.91726E-44
FBgn0029113,Expression,Error,66,10791,164,_,_
FBgn0029113,Expression,Corrected Total,131,775687,_,_,_
FBgn0029114,Expression,Model,65,47169,726,6.47,6.91099E-13
FBgn0029114,Expression,Error,66,7397,112,_,_
FBgn0029114,Expression,Corrected Total,131,54566,_,_,_
FBgn0029117,Expression,Model,65,21651,333,2.03,2.33854E-03
FBgn0029117,Expression,Error,66,10829,164,_,_
FBgn0029117,Expression,Corrected Total,131,32480,_,_,_
FBgn0029118,Expression,Model,65,55326,851,1.94,4.06951E-03
FBgn0029118,Expression,Error,66,28988,439,_,_
FBgn0029118,Expression,Corrected Total,131,84313,_,_,_
FBgn0029121,Expression,Model,65,6688,103,17.02,2.54947E-24
FBgn0029121,Expression,Error,66,399,6,_,_
FBgn0029121,Expression,Corrected Total,131,7087,_,_,_
FBgn0029123,Expression,Model,65,147891,2275,9.46,4.03459E-17
FBgn0029123,Expression,Error,66,15871,240,_,_
FBgn0029123,Expression,Corrected Total,131,163762,_,_,_
FBgn0029128,Expression,Model,65,906,14,1.51,4.86842E-02
FBgn0029128,Expression,Error,66,609,9,_,_
FBgn0029128,Expression,Corrected Total,131,1515,_,_,_
FBgn0029131,Expression,Model,65,64736,996,27.53,1.29273E-30
FBgn0029131,Expression,Error,66,2388,36,_,_
FBgn0029131,Expression,Corrected Total,131,67124,_,_,_
FBgn0029133,Expression,Model,65,1091532,16793,18.44,2.38347E-25
FBgn0029133,Expression,Error,66,60118,911,_,_
FBgn0029133,Expression,Corrected Total,131,1151649,_,_,_
FBgn0029134,Expression,Model,65,2381108,36632,2.22,7.21355E-04
FBgn0029134,Expression,Error,66,1086721,16465,_,_
FBgn0029134,Expression,Corrected Total,131,3467829,_,_,_
FBgn0029137,Expression,Model,65,8081,124,10.35,3.58360E-18
FBgn0029137,Expression,Error,66,793,12,_,_
FBgn0029137,Expression,Corrected Total,131,8874,_,_,_
FBgn0029147,Expression,Model,65,62278,958,5.82,9.02823E-12
FBgn0029147,Expression,Error,66,10869,165,_,_
FBgn0029147,Expression,Corrected Total,131,73147,_,_,_
FBgn0029148,Expression,Model,65,155394,2391,17.81,6.65476E-25
FBgn0029148,Expression,Error,66,8860,134,_,_
FBgn0029148,Expression,Corrected Total,131,164255,_,_,_
FBgn0029152,Expression,Model,65,499168,7680,6.32,1.22955E-12
FBgn0029152,Expression,Error,66,80155,1214,_,_
FBgn0029152,Expression,Corrected Total,131,579324,_,_,_
FBgn0029155,Expression,Model,65,311403,4791,3.50,4.59064E-07
FBgn0029155,Expression,Error,66,90292,1368,_,_
FBgn0029155,Expression,Corrected Total,131,401695,_,_,_
FBgn0029157,Expression,Model,65,529511,8146,5.37,5.73500E-11
FBgn0029157,Expression,Error,66,100053,1516,_,_
FBgn0029157,Expression,Corrected Total,131,629564,_,_,_
FBgn0029158,Expression,Model,65,22980,354,3.98,3.75783E-08
FBgn0029158,Expression,Error,66,5862,89,_,_
FBgn0029158,Expression,Corrected Total,131,28842,_,_,_
FBgn0029161,Expression,Model,65,263,4,2.42,2.18910E-04
FBgn0029161,Expression,Error,66,110,2,_,_
FBgn0029161,Expression,Corrected Total,131,373,_,_,_
FBgn0029167,Expression,Model,65,8162853,125582,6.00,4.42087E-12
FBgn0029167,Expression,Error,66,1382420,20946,_,_
FBgn0029167,Expression,Corrected Total,131,9545273,_,_,_
FBgn0029170,Expression,Model,65,2534,39,12.04,5.32112E-20
FBgn0029170,Expression,Error,66,214,3,_,_
FBgn0029170,Expression,Corrected Total,131,2748,_,_,_
FBgn0029172,Expression,Model,65,32187377,495190,34.27,1.46340E-33
FBgn0029172,Expression,Error,66,953686,14450,_,_
FBgn0029172,Expression,Corrected Total,131,33141063,_,_,_
FBgn0029173,Expression,Model,65,84893,1306,44.47,4.11481E-37
FBgn0029173,Expression,Error,66,1938,29,_,_
FBgn0029173,Expression,Corrected Total,131,86831,_,_,_
FBgn0029174,Expression,Model,65,1384134,21294,16.02,1.48629E-23
FBgn0029174,Expression,Error,66,87716,1329,_,_
FBgn0029174,Expression,Corrected Total,131,1471850,_,_,_
FBgn0029175,Expression,Model,65,22702,349,19.76,3.02570E-26
FBgn0029175,Expression,Error,66,1167,18,_,_
FBgn0029175,Expression,Corrected Total,131,23868,_,_,_
FBgn0029176,Expression,Model,65,15960051,245539,3.63,2.33448E-07
FBgn0029176,Expression,Error,66,4466187,67670,_,_
FBgn0029176,Expression,Corrected Total,131,20426238,_,_,_
