FBgn,Dependent,Source,DF,SS,MS,FValue,ProbF
FBgn0037027,Expression,Model,65,690395,10621,18.78,1.37597E-25
FBgn0037027,Expression,Error,66,37328,566,_,_
FBgn0037027,Expression,Corrected Total,131,727723,_,_,_
FBgn0037028,Expression,Model,65,107789,1658,18.14,3.82786E-25
FBgn0037028,Expression,Error,66,6032,91,_,_
FBgn0037028,Expression,Corrected Total,131,113821,_,_,_
FBgn0037031,Expression,Model,65,8456,130,11.94,6.83515E-20
FBgn0037031,Expression,Error,66,719,11,_,_
FBgn0037031,Expression,Corrected Total,131,9175,_,_,_
FBgn0037035,Expression,Model,65,822402,12652,9.39,4.89673E-17
FBgn0037035,Expression,Error,66,88894,1347,_,_
FBgn0037035,Expression,Corrected Total,131,911296,_,_,_
FBgn0037036,Expression,Model,65,165415,2545,2.03,2.40490E-03
FBgn0037036,Expression,Error,66,82926,1256,_,_
FBgn0037036,Expression,Corrected Total,131,248341,_,_,_
FBgn0037037,Expression,Model,65,544319,8374,24.12,7.40729E-29
FBgn0037037,Expression,Error,66,22919,347,_,_
FBgn0037037,Expression,Corrected Total,131,567238,_,_,_
FBgn0037038,Expression,Model,65,989164,15218,1.85,6.94320E-03
FBgn0037038,Expression,Error,66,543337,8232,_,_
FBgn0037038,Expression,Corrected Total,131,1532501,_,_,_
FBgn0037039,Expression,Model,65,20857,321,2.09,1.66341E-03
FBgn0037039,Expression,Error,66,10150,154,_,_
FBgn0037039,Expression,Corrected Total,131,31006,_,_,_
FBgn0037040,Expression,Model,65,5452344,83882,11.68,1.25230E-19
FBgn0037040,Expression,Error,66,473948,7181,_,_
FBgn0037040,Expression,Corrected Total,131,5926293,_,_,_
FBgn0037042,Expression,Model,65,651,10,5.41,4.95200E-11
FBgn0037042,Expression,Error,66,122,2,_,_
FBgn0037042,Expression,Corrected Total,131,773,_,_,_
FBgn0037044,Expression,Model,65,6884,106,19.50,4.50042E-26
FBgn0037044,Expression,Error,66,358,5,_,_
FBgn0037044,Expression,Corrected Total,131,7242,_,_,_
FBgn0037045,Expression,Model,65,2130,33,12.30,2.94015E-20
FBgn0037045,Expression,Error,66,176,3,_,_
FBgn0037045,Expression,Corrected Total,131,2306,_,_,_
FBgn0037046,Expression,Model,65,704,11,4.54,2.48418E-09
FBgn0037046,Expression,Error,66,158,2,_,_
FBgn0037046,Expression,Corrected Total,131,862,_,_,_
FBgn0037050,Expression,Model,65,13174,203,7.67,1.00556E-14
FBgn0037050,Expression,Error,66,1745,26,_,_
FBgn0037050,Expression,Corrected Total,131,14919,_,_,_
FBgn0037051,Expression,Model,65,655097,10078,19.36,5.52368E-26
FBgn0037051,Expression,Error,66,34351,520,_,_
FBgn0037051,Expression,Corrected Total,131,689448,_,_,_
FBgn0037057,Expression,Model,65,58954,907,4.52,2.69710E-09
FBgn0037057,Expression,Error,66,13250,201,_,_
FBgn0037057,Expression,Corrected Total,131,72204,_,_,_
FBgn0037059,Expression,Model,65,358591,5517,18.75,1.43417E-25
FBgn0037059,Expression,Error,66,19415,294,_,_
FBgn0037059,Expression,Corrected Total,131,378006,_,_,_
FBgn0037060,Expression,Model,65,60633,933,15.65,2.93705E-23
FBgn0037060,Expression,Error,66,3933,60,_,_
FBgn0037060,Expression,Corrected Total,131,64566,_,_,_
FBgn0037061,Expression,Model,65,9239,142,22.04,1.12825E-27
FBgn0037061,Expression,Error,66,426,6,_,_
FBgn0037061,Expression,Corrected Total,131,9664,_,_,_
FBgn0037063,Expression,Model,65,36723,565,0.98,5.29971E-01
FBgn0037063,Expression,Error,66,37997,576,_,_
FBgn0037063,Expression,Corrected Total,131,74720,_,_,_
FBgn0037064,Expression,Model,65,3040868,46783,12.48,1.93707E-20
FBgn0037064,Expression,Error,66,247331,3747,_,_
FBgn0037064,Expression,Corrected Total,131,3288199,_,_,_
FBgn0037065,Expression,Model,65,643476,9900,52.12,2.68976E-39
FBgn0037065,Expression,Error,66,12536,190,_,_
FBgn0037065,Expression,Corrected Total,131,656012,_,_,_
FBgn0037067,Expression,Model,65,17,0,2.94,1.01985E-05
FBgn0037067,Expression,Error,66,6,0,_,_
FBgn0037067,Expression,Corrected Total,131,23,_,_,_
FBgn0037068,Expression,Model,65,21,0,1.33,1.25016E-01
FBgn0037068,Expression,Error,66,16,0,_,_
FBgn0037068,Expression,Corrected Total,131,37,_,_,_
FBgn0037069,Expression,Model,65,22,0,1.92,4.40112E-03
FBgn0037069,Expression,Error,66,12,0,_,_
FBgn0037069,Expression,Corrected Total,131,34,_,_,_
FBgn0037070,Expression,Model,65,144,2,3.72,1.43602E-07
FBgn0037070,Expression,Error,66,39,1,_,_
FBgn0037070,Expression,Corrected Total,131,183,_,_,_
FBgn0037071,Expression,Model,65,4934,76,7.12,6.66159E-14
FBgn0037071,Expression,Error,66,704,11,_,_
FBgn0037071,Expression,Corrected Total,131,5638,_,_,_
FBgn0037073,Expression,Model,65,236135,3633,12.08,4.86530E-20
FBgn0037073,Expression,Error,66,19845,301,_,_
FBgn0037073,Expression,Corrected Total,131,255980,_,_,_
FBgn0037074,Expression,Model,65,51543,793,0.96,5.65444E-01
FBgn0037074,Expression,Error,66,54528,826,_,_
FBgn0037074,Expression,Corrected Total,131,106071,_,_,_
FBgn0037076,Expression,Model,65,10449,161,21.97,1.24756E-27
FBgn0037076,Expression,Error,66,483,7,_,_
FBgn0037076,Expression,Corrected Total,131,10932,_,_,_
FBgn0037078,Expression,Model,65,182,3,1.42,8.03119E-02
FBgn0037078,Expression,Error,66,130,2,_,_
FBgn0037078,Expression,Corrected Total,131,312,_,_,_
FBgn0037081,Expression,Model,65,35829,551,8.76,3.10039E-16
FBgn0037081,Expression,Error,66,4151,63,_,_
FBgn0037081,Expression,Corrected Total,131,39979,_,_,_
FBgn0037082,Expression,Model,65,33099,509,8.52,6.62120E-16
FBgn0037082,Expression,Error,66,3947,60,_,_
FBgn0037082,Expression,Corrected Total,131,37045,_,_,_
FBgn0037084,Expression,Model,65,45220,696,5.89,6.81841E-12
FBgn0037084,Expression,Error,66,7799,118,_,_
FBgn0037084,Expression,Corrected Total,131,53019,_,_,_
FBgn0037085,Expression,Model,65,58,1,3.16,3.00128E-06
FBgn0037085,Expression,Error,66,18,0,_,_
FBgn0037085,Expression,Corrected Total,131,76,_,_,_
FBgn0037086,Expression,Model,65,763037,11739,7.23,4.51280E-14
FBgn0037086,Expression,Error,66,107200,1624,_,_
FBgn0037086,Expression,Corrected Total,131,870238,_,_,_
FBgn0037087,Expression,Model,65,50795,781,8.75,3.25509E-16
FBgn0037087,Expression,Error,66,5896,89,_,_
FBgn0037087,Expression,Corrected Total,131,56691,_,_,_
FBgn0037090,Expression,Model,65,125364,1929,12.63,1.40062E-20
FBgn0037090,Expression,Error,66,10080,153,_,_
FBgn0037090,Expression,Corrected Total,131,135444,_,_,_
FBgn0037092,Expression,Model,65,5745,88,7.45,2.06198E-14
FBgn0037092,Expression,Error,66,782,12,_,_
FBgn0037092,Expression,Corrected Total,131,6527,_,_,_
FBgn0037093,Expression,Model,65,76206,1172,3.35,1.06698E-06
FBgn0037093,Expression,Error,66,23121,350,_,_
FBgn0037093,Expression,Corrected Total,131,99326,_,_,_
FBgn0037094,Expression,Model,65,458500,7054,15.85,2.03766E-23
FBgn0037094,Expression,Error,66,29372,445,_,_
FBgn0037094,Expression,Corrected Total,131,487872,_,_,_
FBgn0037098,Expression,Model,65,122538,1885,1.20,2.33309E-01
FBgn0037098,Expression,Error,66,103873,1574,_,_
FBgn0037098,Expression,Corrected Total,131,226410,_,_,_
FBgn0037099,Expression,Model,65,119,2,1.23,2.03626E-01
FBgn0037099,Expression,Error,66,99,1,_,_
FBgn0037099,Expression,Corrected Total,131,218,_,_,_
FBgn0037100,Expression,Model,65,3851,59,5.94,5.54635E-12
FBgn0037100,Expression,Error,66,659,10,_,_
FBgn0037100,Expression,Corrected Total,131,4510,_,_,_
FBgn0037101,Expression,Model,65,2832328,43574,22.05,1.12302E-27
FBgn0037101,Expression,Error,66,130445,1976,_,_
FBgn0037101,Expression,Corrected Total,131,2962772,_,_,_
FBgn0037102,Expression,Model,65,16380,252,8.96,1.71235E-16
FBgn0037102,Expression,Error,66,1856,28,_,_
FBgn0037102,Expression,Corrected Total,131,18235,_,_,_
FBgn0037105,Expression,Model,65,71275,1097,5.41,4.98189E-11
FBgn0037105,Expression,Error,66,13385,203,_,_
FBgn0037105,Expression,Corrected Total,131,84660,_,_,_
FBgn0037106,Expression,Model,65,22245,342,29.19,2.12031E-31
FBgn0037106,Expression,Error,66,774,12,_,_
FBgn0037106,Expression,Corrected Total,131,23019,_,_,_
FBgn0037107,Expression,Model,65,287673,4426,11.72,1.15251E-19
FBgn0037107,Expression,Error,66,24932,378,_,_
FBgn0037107,Expression,Corrected Total,131,312605,_,_,_
FBgn0037108,Expression,Model,65,17182,264,0.78,8.41500E-01
FBgn0037108,Expression,Error,66,22375,339,_,_
FBgn0037108,Expression,Corrected Total,131,39557,_,_,_
FBgn0037109,Expression,Model,65,138165,2126,5.98,4.79323E-12
FBgn0037109,Expression,Error,66,23478,356,_,_
FBgn0037109,Expression,Corrected Total,131,161643,_,_,_
FBgn0037110,Expression,Model,65,6099,94,3.23,1.98414E-06
FBgn0037110,Expression,Error,66,1915,29,_,_
FBgn0037110,Expression,Corrected Total,131,8014,_,_,_
FBgn0037114,Expression,Model,65,19,0,2.58,8.37364E-05
FBgn0037114,Expression,Error,66,7,0,_,_
FBgn0037114,Expression,Corrected Total,131,26,_,_,_
FBgn0037115,Expression,Model,65,451237,6942,8.55,6.04042E-16
FBgn0037115,Expression,Error,66,53616,812,_,_
FBgn0037115,Expression,Corrected Total,131,504853,_,_,_
FBgn0037116,Expression,Model,65,12808,197,2.71,4.01106E-05
FBgn0037116,Expression,Error,66,4801,73,_,_
FBgn0037116,Expression,Corrected Total,131,17609,_,_,_
FBgn0037117,Expression,Model,65,108792,1674,7.04,8.86278E-14
FBgn0037117,Expression,Error,66,15701,238,_,_
FBgn0037117,Expression,Corrected Total,131,124493,_,_,_
FBgn0037120,Expression,Model,65,14496,223,2.96,9.59426E-06
FBgn0037120,Expression,Error,66,4981,75,_,_
FBgn0037120,Expression,Corrected Total,131,19477,_,_,_
FBgn0037121,Expression,Model,65,17170,264,13.17,4.26469E-21
FBgn0037121,Expression,Error,66,1324,20,_,_
FBgn0037121,Expression,Corrected Total,131,18493,_,_,_
FBgn0037122,Expression,Model,65,10,0,1.50,5.04912E-02
FBgn0037122,Expression,Error,66,7,0,_,_
FBgn0037122,Expression,Corrected Total,131,17,_,_,_
FBgn0037125,Expression,Model,65,57745,888,5.64,1.88104E-11
FBgn0037125,Expression,Error,66,10398,158,_,_
FBgn0037125,Expression,Corrected Total,131,68143,_,_,_
FBgn0037126,Expression,Model,65,5913,91,2.99,7.86584E-06
FBgn0037126,Expression,Error,66,2008,30,_,_
FBgn0037126,Expression,Corrected Total,131,7921,_,_,_
FBgn0037128,Expression,Model,65,10,0,2.06,1.97029E-03
FBgn0037128,Expression,Error,66,5,0,_,_
FBgn0037128,Expression,Corrected Total,131,15,_,_,_
FBgn0037129,Expression,Model,65,54,1,1.17,2.67555E-01
FBgn0037129,Expression,Error,66,47,1,_,_
FBgn0037129,Expression,Corrected Total,131,101,_,_,_
FBgn0037130,Expression,Model,65,64138,987,13.51,2.03599E-21
FBgn0037130,Expression,Error,66,4819,73,_,_
FBgn0037130,Expression,Corrected Total,131,68957,_,_,_
FBgn0037131,Expression,Model,65,172,3,3.20,2.46530E-06
FBgn0037131,Expression,Error,66,55,1,_,_
FBgn0037131,Expression,Corrected Total,131,227,_,_,_
FBgn0037133,Expression,Model,65,817,13,2.72,3.74010E-05
FBgn0037133,Expression,Error,66,305,5,_,_
FBgn0037133,Expression,Corrected Total,131,1122,_,_,_
FBgn0037134,Expression,Model,65,10413,160,20.10,1.80549E-26
FBgn0037134,Expression,Error,66,526,8,_,_
FBgn0037134,Expression,Corrected Total,131,10939,_,_,_
FBgn0037135,Expression,Model,65,2389078,36755,2.63,6.31312E-05
FBgn0037135,Expression,Error,66,921777,13966,_,_
FBgn0037135,Expression,Corrected Total,131,3310855,_,_,_
FBgn0037137,Expression,Model,65,1205359,18544,10.61,1.79450E-18
FBgn0037137,Expression,Error,66,115347,1748,_,_
FBgn0037137,Expression,Corrected Total,131,1320706,_,_,_
FBgn0037138,Expression,Model,65,793336,12205,20.49,1.01864E-26
FBgn0037138,Expression,Error,66,39314,596,_,_
FBgn0037138,Expression,Corrected Total,131,832650,_,_,_
FBgn0037140,Expression,Model,65,16288,251,7.54,1.54097E-14
FBgn0037140,Expression,Error,66,2193,33,_,_
FBgn0037140,Expression,Corrected Total,131,18481,_,_,_
FBgn0037141,Expression,Model,65,226811,3489,28.98,2.66177E-31
FBgn0037141,Expression,Error,66,7948,120,_,_
FBgn0037141,Expression,Corrected Total,131,234759,_,_,_
FBgn0037142,Expression,Model,65,89349,1375,7.38,2.69454E-14
FBgn0037142,Expression,Error,66,12299,186,_,_
FBgn0037142,Expression,Corrected Total,131,101648,_,_,_
FBgn0037144,Expression,Model,65,65041,1001,47.81,4.15230E-38
FBgn0037144,Expression,Error,66,1381,21,_,_
FBgn0037144,Expression,Corrected Total,131,66422,_,_,_
FBgn0037146,Expression,Model,65,6227051,95801,8.69,3.85893E-16
FBgn0037146,Expression,Error,66,727411,11021,_,_
FBgn0037146,Expression,Corrected Total,131,6954462,_,_,_
FBgn0037147,Expression,Model,65,697026,10723,9.99,9.31889E-18
FBgn0037147,Expression,Error,66,70850,1073,_,_
FBgn0037147,Expression,Corrected Total,131,767876,_,_,_
FBgn0037149,Expression,Model,65,12731,196,27.63,1.15145E-30
FBgn0037149,Expression,Error,66,468,7,_,_
FBgn0037149,Expression,Corrected Total,131,13199,_,_,_
FBgn0037150,Expression,Model,65,6574,101,8.57,5.64966E-16
FBgn0037150,Expression,Error,66,779,12,_,_
FBgn0037150,Expression,Corrected Total,131,7353,_,_,_
FBgn0037151,Expression,Model,65,3734,57,10.32,3.82398E-18
FBgn0037151,Expression,Error,66,367,6,_,_
FBgn0037151,Expression,Corrected Total,131,4101,_,_,_
FBgn0037153,Expression,Model,65,141930,2184,11.15,4.56917E-19
FBgn0037153,Expression,Error,66,12925,196,_,_
FBgn0037153,Expression,Corrected Total,131,154855,_,_,_
FBgn0037156,Expression,Model,65,14569,224,14.60,2.22364E-22
FBgn0037156,Expression,Error,66,1013,15,_,_
FBgn0037156,Expression,Corrected Total,131,15583,_,_,_
FBgn0037162,Expression,Model,65,33,1,2.14,1.16831E-03
FBgn0037162,Expression,Error,66,16,0,_,_
FBgn0037162,Expression,Corrected Total,131,48,_,_,_
FBgn0037163,Expression,Model,65,33931,522,7.81,6.28119E-15
FBgn0037163,Expression,Error,66,4412,67,_,_
FBgn0037163,Expression,Corrected Total,131,38342,_,_,_
FBgn0037164,Expression,Model,65,9885,152,6.09,3.09106E-12
FBgn0037164,Expression,Error,66,1649,25,_,_
FBgn0037164,Expression,Corrected Total,131,11534,_,_,_
FBgn0037165,Expression,Model,65,56,1,2.02,2.42433E-03
FBgn0037165,Expression,Error,66,28,0,_,_
FBgn0037165,Expression,Corrected Total,131,84,_,_,_
FBgn0037166,Expression,Model,65,56824,874,8.82,2.62186E-16
FBgn0037166,Expression,Error,66,6542,99,_,_
FBgn0037166,Expression,Corrected Total,131,63366,_,_,_
FBgn0037167,Expression,Model,65,48960,753,2.54,1.07826E-04
FBgn0037167,Expression,Error,66,19561,296,_,_
FBgn0037167,Expression,Corrected Total,131,68521,_,_,_
FBgn0037169,Expression,Model,65,165705,2549,11.52,1.83786E-19
FBgn0037169,Expression,Error,66,14603,221,_,_
FBgn0037169,Expression,Corrected Total,131,180309,_,_,_
FBgn0037170,Expression,Model,65,57697,888,8.10,2.44772E-15
FBgn0037170,Expression,Error,66,7233,110,_,_
FBgn0037170,Expression,Corrected Total,131,64930,_,_,_
FBgn0037171,Expression,Model,65,11823,182,3.33,1.16351E-06
FBgn0037171,Expression,Error,66,3604,55,_,_
FBgn0037171,Expression,Corrected Total,131,15427,_,_,_
FBgn0037172,Expression,Model,65,169982,2615,14.77,1.57156E-22
FBgn0037172,Expression,Error,66,11682,177,_,_
FBgn0037172,Expression,Corrected Total,131,181665,_,_,_
FBgn0037174,Expression,Model,65,3827,59,15.01,9.97034E-23
FBgn0037174,Expression,Error,66,259,4,_,_
FBgn0037174,Expression,Corrected Total,131,4086,_,_,_
FBgn0037176,Expression,Model,65,18669,287,19.95,2.25378E-26
FBgn0037176,Expression,Error,66,950,14,_,_
FBgn0037176,Expression,Corrected Total,131,19619,_,_,_
FBgn0037181,Expression,Model,65,26,0,1.07,3.96524E-01
FBgn0037181,Expression,Error,66,25,0,_,_
FBgn0037181,Expression,Corrected Total,131,51,_,_,_
FBgn0037182,Expression,Model,65,90404,1391,4.65,1.43410E-09
FBgn0037182,Expression,Error,66,19731,299,_,_
FBgn0037182,Expression,Corrected Total,131,110134,_,_,_
FBgn0037183,Expression,Model,65,126,2,7.13,6.45777E-14
FBgn0037183,Expression,Error,66,18,0,_,_
FBgn0037183,Expression,Corrected Total,131,143,_,_,_
FBgn0037184,Expression,Model,65,8101,125,8.21,1.73501E-15
FBgn0037184,Expression,Error,66,1002,15,_,_
FBgn0037184,Expression,Corrected Total,131,9103,_,_,_
FBgn0037185,Expression,Model,65,4690,72,12.25,3.27978E-20
FBgn0037185,Expression,Error,66,389,6,_,_
FBgn0037185,Expression,Corrected Total,131,5079,_,_,_
FBgn0037186,Expression,Model,65,8132,125,17.01,2.56275E-24
FBgn0037186,Expression,Error,66,485,7,_,_
FBgn0037186,Expression,Corrected Total,131,8617,_,_,_
FBgn0037188,Expression,Model,65,64548,993,13.05,5.55643E-21
FBgn0037188,Expression,Error,66,5024,76,_,_
FBgn0037188,Expression,Corrected Total,131,69572,_,_,_
FBgn0037191,Expression,Model,65,402174,6187,8.23,1.59534E-15
FBgn0037191,Expression,Error,66,49594,751,_,_
FBgn0037191,Expression,Corrected Total,131,451768,_,_,_
FBgn0037195,Expression,Model,65,132746,2042,13.84,1.02795E-21
FBgn0037195,Expression,Error,66,9738,148,_,_
FBgn0037195,Expression,Corrected Total,131,142484,_,_,_
FBgn0037197,Expression,Model,65,1000,15,13.28,3.34631E-21
FBgn0037197,Expression,Error,66,76,1,_,_
FBgn0037197,Expression,Corrected Total,131,1076,_,_,_
FBgn0037199,Expression,Model,65,342912,5276,1.12,3.21533E-01
FBgn0037199,Expression,Error,66,310418,4703,_,_
FBgn0037199,Expression,Corrected Total,131,653330,_,_,_
FBgn0037202,Expression,Model,65,564,9,2.24,6.75741E-04
FBgn0037202,Expression,Error,66,256,4,_,_
FBgn0037202,Expression,Corrected Total,131,820,_,_,_
FBgn0037203,Expression,Model,65,1352821,20813,29.81,1.11052E-31
FBgn0037203,Expression,Error,66,46082,698,_,_
FBgn0037203,Expression,Corrected Total,131,1398903,_,_,_
FBgn0037204,Expression,Model,65,2479,38,4.65,1.44453E-09
FBgn0037204,Expression,Error,66,541,8,_,_
FBgn0037204,Expression,Corrected Total,131,3020,_,_,_
FBgn0037205,Expression,Model,65,92104,1417,48.31,2.99630E-38
FBgn0037205,Expression,Error,66,1936,29,_,_
FBgn0037205,Expression,Corrected Total,131,94040,_,_,_
FBgn0037206,Expression,Model,65,2148,33,26.67,3.41122E-30
FBgn0037206,Expression,Error,66,82,1,_,_
FBgn0037206,Expression,Corrected Total,131,2230,_,_,_
FBgn0037207,Expression,Model,65,90259,1389,14.69,1.85309E-22
FBgn0037207,Expression,Error,66,6239,95,_,_
FBgn0037207,Expression,Corrected Total,131,96498,_,_,_
FBgn0037213,Expression,Model,65,189373,2913,29.96,9.54151E-32
FBgn0037213,Expression,Error,66,6419,97,_,_
FBgn0037213,Expression,Corrected Total,131,195792,_,_,_
FBgn0037215,Expression,Model,65,149654,2302,10.99,6.76989E-19
FBgn0037215,Expression,Error,66,13823,209,_,_
FBgn0037215,Expression,Corrected Total,131,163478,_,_,_
FBgn0037217,Expression,Model,65,1344,21,4.34,6.28394E-09
FBgn0037217,Expression,Error,66,314,5,_,_
FBgn0037217,Expression,Corrected Total,131,1659,_,_,_
FBgn0037218,Expression,Model,65,23717,365,2.11,1.45728E-03
FBgn0037218,Expression,Error,66,11422,173,_,_
FBgn0037218,Expression,Corrected Total,131,35139,_,_,_
FBgn0037220,Expression,Model,65,49446,761,14.39,3.37655E-22
FBgn0037220,Expression,Error,66,3490,53,_,_
FBgn0037220,Expression,Corrected Total,131,52935,_,_,_
FBgn0037222,Expression,Model,65,3422,53,6.13,2.62858E-12
FBgn0037222,Expression,Error,66,567,9,_,_
FBgn0037222,Expression,Corrected Total,131,3989,_,_,_
FBgn0037223,Expression,Model,65,43,1,1.44,7.10240E-02
FBgn0037223,Expression,Error,66,30,0,_,_
FBgn0037223,Expression,Corrected Total,131,73,_,_,_
FBgn0037225,Expression,Model,65,451,7,3.97,3.92859E-08
FBgn0037225,Expression,Error,66,115,2,_,_
FBgn0037225,Expression,Corrected Total,131,566,_,_,_
FBgn0037227,Expression,Model,65,13,0,2.62,6.87866E-05
FBgn0037227,Expression,Error,66,5,0,_,_
FBgn0037227,Expression,Corrected Total,131,17,_,_,_
FBgn0037228,Expression,Model,65,29780,458,8.74,3.37345E-16
FBgn0037228,Expression,Error,66,3461,52,_,_
FBgn0037228,Expression,Corrected Total,131,33241,_,_,_
FBgn0037229,Expression,Model,65,5003,77,8.59,5.28256E-16
FBgn0037229,Expression,Error,66,591,9,_,_
FBgn0037229,Expression,Corrected Total,131,5595,_,_,_
FBgn0037230,Expression,Model,65,982329,15113,8.62,4.77606E-16
FBgn0037230,Expression,Error,66,115683,1753,_,_
FBgn0037230,Expression,Corrected Total,131,1098012,_,_,_
FBgn0037231,Expression,Model,65,238,4,5.20,1.18908E-10
FBgn0037231,Expression,Error,66,46,1,_,_
FBgn0037231,Expression,Corrected Total,131,284,_,_,_
FBgn0037232,Expression,Model,65,13400,206,12.53,1.72920E-20
FBgn0037232,Expression,Error,66,1086,16,_,_
FBgn0037232,Expression,Corrected Total,131,14486,_,_,_
FBgn0037234,Expression,Model,65,70214,1080,5.77,1.08304E-11
FBgn0037234,Expression,Error,66,12349,187,_,_
FBgn0037234,Expression,Corrected Total,131,82563,_,_,_
FBgn0037235,Expression,Model,65,50937,784,21.38,2.83358E-27
FBgn0037235,Expression,Error,66,2419,37,_,_
FBgn0037235,Expression,Corrected Total,131,53356,_,_,_
FBgn0037236,Expression,Model,65,202795,3120,94.28,1.48722E-47
FBgn0037236,Expression,Error,66,2184,33,_,_
FBgn0037236,Expression,Corrected Total,131,204979,_,_,_
FBgn0037238,Expression,Model,65,809426,12453,10.09,7.10598E-18
FBgn0037238,Expression,Error,66,81458,1234,_,_
FBgn0037238,Expression,Corrected Total,131,890884,_,_,_
FBgn0037239,Expression,Model,65,110634,1702,3.28,1.51043E-06
FBgn0037239,Expression,Error,66,34212,518,_,_
FBgn0037239,Expression,Corrected Total,131,144846,_,_,_
FBgn0037240,Expression,Model,65,291824,4490,4.51,2.79539E-09
FBgn0037240,Expression,Error,66,65695,995,_,_
FBgn0037240,Expression,Corrected Total,131,357519,_,_,_
FBgn0037241,Expression,Model,65,5037,77,5.69,1.54697E-11
FBgn0037241,Expression,Error,66,899,14,_,_
FBgn0037241,Expression,Corrected Total,131,5936,_,_,_
FBgn0037242,Expression,Model,65,10319,159,8.86,2.31450E-16
FBgn0037242,Expression,Error,66,1182,18,_,_
FBgn0037242,Expression,Corrected Total,131,11501,_,_,_
FBgn0037244,Expression,Model,65,36701,565,5.89,6.64916E-12
FBgn0037244,Expression,Error,66,6323,96,_,_
FBgn0037244,Expression,Corrected Total,131,43025,_,_,_
FBgn0037248,Expression,Model,65,6018708,92596,17.35,1.43723E-24
FBgn0037248,Expression,Error,66,352242,5337,_,_
FBgn0037248,Expression,Corrected Total,131,6370950,_,_,_
FBgn0037249,Expression,Model,65,2533835,38982,11.46,2.13163E-19
FBgn0037249,Expression,Error,66,224497,3401,_,_
FBgn0037249,Expression,Corrected Total,131,2758332,_,_,_
FBgn0037250,Expression,Model,65,1324,20,22.49,6.19370E-28
FBgn0037250,Expression,Error,66,60,1,_,_
FBgn0037250,Expression,Corrected Total,131,1384,_,_,_
FBgn0037251,Expression,Model,65,45,1,1.55,3.83018E-02
FBgn0037251,Expression,Error,66,30,0,_,_
FBgn0037251,Expression,Corrected Total,131,75,_,_,_
FBgn0037252,Expression,Model,65,37712,580,5.79,1.03066E-11
FBgn0037252,Expression,Error,66,6619,100,_,_
FBgn0037252,Expression,Corrected Total,131,44331,_,_,_
FBgn0037254,Expression,Model,65,131856,2029,8.66,4.25587E-16
FBgn0037254,Expression,Error,66,15460,234,_,_
FBgn0037254,Expression,Corrected Total,131,147316,_,_,_
FBgn0037255,Expression,Model,65,87814,1351,25.67,1.09774E-29
FBgn0037255,Expression,Error,66,3473,53,_,_
FBgn0037255,Expression,Corrected Total,131,91288,_,_,_
FBgn0037260,Expression,Model,65,5525,85,1.78,1.06683E-02
FBgn0037260,Expression,Error,66,3159,48,_,_
FBgn0037260,Expression,Corrected Total,131,8684,_,_,_
FBgn0037261,Expression,Model,65,138870,2136,8.86,2.35810E-16
FBgn0037261,Expression,Error,66,15923,241,_,_
FBgn0037261,Expression,Corrected Total,131,154793,_,_,_
FBgn0037262,Expression,Model,65,24535,377,11.22,3.81061E-19
FBgn0037262,Expression,Error,66,2220,34,_,_
FBgn0037262,Expression,Corrected Total,131,26754,_,_,_
FBgn0037263,Expression,Model,65,1114,17,37.16,1.16492E-34
FBgn0037263,Expression,Error,66,30,0,_,_
FBgn0037263,Expression,Corrected Total,131,1145,_,_,_
FBgn0037265,Expression,Model,65,8128,125,2.82,2.06448E-05
FBgn0037265,Expression,Error,66,2924,44,_,_
FBgn0037265,Expression,Corrected Total,131,11052,_,_,_
FBgn0037270,Expression,Model,65,1149202,17680,1.52,4.56212E-02
FBgn0037270,Expression,Error,66,766610,11615,_,_
FBgn0037270,Expression,Corrected Total,131,1915812,_,_,_
FBgn0037275,Expression,Model,65,12832,197,12.08,4.90083E-20
FBgn0037275,Expression,Error,66,1079,16,_,_
FBgn0037275,Expression,Corrected Total,131,13911,_,_,_
FBgn0037276,Expression,Model,65,696631,10717,15.81,2.18102E-23
FBgn0037276,Expression,Error,66,44731,678,_,_
FBgn0037276,Expression,Corrected Total,131,741362,_,_,_
FBgn0037279,Expression,Model,65,52629,810,7.04,8.69345E-14
FBgn0037279,Expression,Error,66,7589,115,_,_
FBgn0037279,Expression,Corrected Total,131,60218,_,_,_
FBgn0037280,Expression,Model,65,111,2,6.41,8.74149E-13
FBgn0037280,Expression,Error,66,18,0,_,_
FBgn0037280,Expression,Corrected Total,131,129,_,_,_
FBgn0037282,Expression,Model,65,11356,175,3.18,2.71678E-06
FBgn0037282,Expression,Error,66,3628,55,_,_
FBgn0037282,Expression,Corrected Total,131,14984,_,_,_
FBgn0037283,Expression,Model,65,556540,8562,9.87,1.30269E-17
FBgn0037283,Expression,Error,66,57273,868,_,_
FBgn0037283,Expression,Corrected Total,131,613813,_,_,_
FBgn0037288,Expression,Model,65,1053474,16207,13.48,2.17900E-21
FBgn0037288,Expression,Error,66,79339,1202,_,_
FBgn0037288,Expression,Corrected Total,131,1132813,_,_,_
FBgn0037290,Expression,Model,65,409484,6300,9.51,3.53918E-17
FBgn0037290,Expression,Error,66,43730,663,_,_
FBgn0037290,Expression,Corrected Total,131,453214,_,_,_
FBgn0037291,Expression,Model,65,389,6,7.34,3.06839E-14
FBgn0037291,Expression,Error,66,54,1,_,_
FBgn0037291,Expression,Corrected Total,131,443,_,_,_
