Genes,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
FBgn0030884,24.82319,18.99585,16.20706,16.63257,15.01421,13.45402,13.9735,14.53483,13.78254,12.76973,12.20427
FBgn0030899,2.585281,1.799866,1.680312,1.601323,2.090686,1.348919,1.224821,1.027922,1.603333,1.266754,1.274353
FBgn0030925,9.168441,8.741453,9.321975,9.314014,9.994018,11.169192,14.777025,17.870931,18.316403,18.388522,18.964552
FBgn0030928,9.959405,8.932306,13.075889,14.526861,10.583965,8.432645,9.037932,6.000788,5.452191,4.89772,5.656922
FBgn0030930,63.58062,68.13373,68.7348,67.65132,62.53601,64.2865,62.8441,57.58799,56.6779,52.00764,54.46873
FBgn0030941,31.14608,29.10155,29.51383,25.92749,26.9818,28.88044,24.75836,23.69894,20.33797,19.82838,22.13248
FBgn0030946,66.16213,67.05734,65.24872,68.61939,55.77871,55.37973,49.79049,47.85834,48.6208,44.60176,46.35539
FBgn0030960,47.5573,51.43631,55.90187,51.31035,57.12742,55.23984,51.86755,44.34687,38.22138,40.37378,46.42911
FBgn0030961,10.944575,11.281384,11.283605,9.794752,10.842002,10.63725,8.748072,7.541793,6.753126,6.248867,7.595123
FBgn0030981,0.895154,0.709657,0.96153,1.085002,1.462285,1.094509,1.630462,1.791493,1.521975,1.100008,0.908863
FBgn0030994,0.7458,0.869468,1.325031,1.380596,1.46181,1.336132,1.514551,1.726618,2.183365,1.711153,2.370595
FBgn0030997,30.32638,27.75729,30.40887,24.38461,26.89813,25.49555,19.34922,17.13364,17.59699,17.23562,19.92268
FBgn0031002,29.24452,22.12363,20.36528,20.49401,19.48428,19.77497,19.96222,20.96035,20.32898,23.08537,21.98194
FBgn0031012,30.73657,30.71439,35.77909,35.56351,30.38275,31.64612,27.49276,26.59146,24.99168,25.19156,25.49608
FBgn0031021,80.37044,59.80998,47.3115,50.56853,38.76637,40.15528,36.07415,35.11165,35.80146,34.03872,29.78473
FBgn0031034,39.39372,39.15033,62.48008,70.73576,50.77441,33.85636,44.00551,30.08518,25.98302,10.85388,14.50637
FBgn0031042,4.05378,4.078464,3.708327,5.207699,4.355605,3.952172,3.672015,3.419994,3.281619,2.463669,2.748184
FBgn0031057,176.9069,189.0358,203.37,189.4361,195.7698,208.6976,190.7415,187.3084,177.1356,171.6991,185.4308
FBgn0031058,1.096241,0.80131,1.004404,0.887627,0.939464,0.832515,0.883062,0.999382,0.982053,1.074277,1.61099
FBgn0031066,377.094,310.4337,260.1288,248.1347,207.3591,213.7708,190.673,176.1229,175.8998,158.542,158.9867
FBgn0031069,144.1155,158.37875,158.48327,154.2687,122.70216,119.94424,103.58002,101.57347,88.18304,81.88478,80.11454
FBgn0031081,47.20763,47.3764,51.63362,44.93142,51.35258,50.1703,41.09572,39.43471,37.2368,35.71786,39.7616
FBgn0031089,51.78206,32.18442,21.71801,23.08335,21.12781,23.28209,21.62156,23.80367,27.37225,26.66283,30.73632
FBgn0031092,28.19613,27.94696,26.71087,28.30363,21.22239,20.5776,18.6979,18.94994,18.28486,18.22408,15.99397
FBgn0031097,7.935089,5.391322,5.498724,4.768802,4.125946,4.64099,4.150077,4.535294,5.417522,4.482573,4.383226
FBgn0031109,9.550632,9.506289,9.353228,8.915235,8.478761,8.826513,7.400445,6.895065,8.674749,6.624546,5.800578
FBgn0031110,18.03522,14.11516,14.97394,14.90925,12.99347,14.23985,10.08594,11.16461,11.6584,11.74342,11.14803
FBgn0031143,126.40857,129.19093,117.89124,103.57966,78.2215,70.6338,70.01941,62.06932,58.14023,55.03388,52.56158
FBgn0031170,184.0309,178.8262,179.7653,180.2499,178.3636,160.9296,166.4225,137.5555,119.5816,119.724,135.5951
FBgn0031182,21.83865,24.0056,19.98898,21.3646,16.95427,16.43186,15.79092,15.85325,15.98741,14.65606,13.99314
FBgn0031184,29.59973,31.55444,30.56437,31.12689,26.83463,27.20388,25.35899,23.84111,20.40605,21.8091,21.14433
FBgn0031201,7.388669,6.990705,5.847285,6.260533,5.342657,3.769493,5.868041,6.301142,6.865532,8.34404,22.405966
FBgn0031217,34.52401,40.38097,45.3265,41.69554,40.13103,42.70224,38.78273,34.39207,33.23208,31.45017,33.42565
FBgn0031228,147.78974,100.75703,83.49674,82.86007,64.34987,59.93987,65.81196,60.4677,69.65736,63.63649,59.76172
FBgn0031232,10.135057,9.306811,7.375339,6.428436,6.941083,6.43427,4.985591,4.94431,3.354718,3.087459,3.823983
FBgn0031245,72.70623,72.82569,68.04612,66.45633,55.12867,53.14345,44.72813,45.58736,42.69062,38.85599,40.0466
FBgn0031248,40.235733,58.090081,52.342502,46.05395,34.515136,22.559573,20.606428,13.130999,8.995821,6.254956,6.451643
FBgn0031249,533.08407,651.41143,545.7973,515.14955,324.63561,232.82856,200.8438,121.422,90.48847,54.2034,41.65772
FBgn0031267,17.44769,18.12952,21.28785,22.11859,20.10802,21.5894,23.94896,21.12825,21.11336,23.87284,25.83198
FBgn0031268,31.5342,34.00096,31.09484,30.31726,28.67875,33.1201,38.28265,35.49846,35.49889,40.06264,41.12465
FBgn0031270,6.777317,6.118926,6.961958,5.415857,4.622584,5.274513,5.522337,5.152037,5.629506,5.711567,5.769184
FBgn0031277,99.37073,108.74936,81.43033,104.84897,52.35503,50.09864,29.53254,22.08534,17.45669,26.58716,13.81114
FBgn0031282,9.233469,8.281516,7.468385,8.65637,6.826501,7.570641,7.182707,7.222977,7.229442,7.255945,6.285863
FBgn0031285,384.179,396.2379,425.8386,414.0923,404.3634,424.2576,383.5933,366.8508,341.172,345.5123,378.5246
FBgn0031299,11.636016,13.575712,12.588755,13.150849,12.439417,13.506388,10.837455,10.629676,10.51196,9.296709,9.718311
FBgn0031304,76.25648,80.33007,83.72509,92.15544,87.29267,89.31381,86.62351,86.92615,80.17498,73.79116,80.82203
FBgn0031306,108.06121,114.96396,144.73767,125.70715,154.38362,151.24889,99.57027,74.33346,81.15508,64.82278,76.93904
FBgn0031307,4.283552,3.814988,3.521809,3.899566,3.397681,3.719621,4.417443,5.356564,5.99838,6.614911,7.97685
FBgn0031317,16.86479,19.1195,21.25389,22.98472,23.6066,25.46442,23.64994,22.05375,21.5403,24.23953,27.07534
FBgn0031359,99.20258,93.50238,90.79611,81.16939,81.17046,84.22872,70.61579,66.30172,58.21978,62.23166,65.58598
FBgn0031373,23.72042,21.25733,20.44627,17.89448,15.94016,17.55682,11.49238,14.74952,10.54098,10.51784,11.00017
FBgn0031384,76.11406,84.79681,83.16419,76.72529,69.19252,73.21819,61.00585,55.0075,57.57641,50.72673,51.9295
FBgn0031412,2.110518,1.186558,1.682039,2.396647,2.800148,2.800748,4.104998,4.052088,3.67901,4.834355,5.008303
FBgn0031414,105.59118,81.71532,84.92845,71.05831,84.0414,78.83027,58.43116,50.79422,56.43084,45.85186,61.50638
FBgn0031417,116.26313,74.26348,67.85053,62.56496,48.69119,52.15146,52.13043,61.16239,59.72566,59.7482,46.94034
FBgn0031424,200.2755,208.7591,236.0832,205.6632,233.2837,212.5909,157.0012,144.3466,121.5068,108.8691,125.9634
FBgn0031432,18.806296,12.656229,9.190057,11.943747,12.000333,17.53152,19.33337,26.626919,29.976345,43.338918,41.949809
FBgn0031436,156.4116,129.82561,99.66322,99.79759,81.60642,80.95315,77.7095,75.64922,70.51869,65.89701,65.30033
FBgn0031446,0.564893,0.60206,0.654553,0.512582,0.627458,0.488738,0.703248,0.526003,0.769205,0.861836,1.230041
FBgn0031452,47.48904,60.46072,57.95106,57.32118,47.95918,44.90011,47.55834,53.70067,41.82658,55.60153,69.587
FBgn0031457,10.88648,11.45434,12.90417,12.53765,14.27439,14.50172,14.93669,14.85961,14.1486,15.42945,17.23813
FBgn0031461,96.18158,124.61394,131.46857,120.84047,114.08536,99.7014,79.17577,66.95253,53.30182,48.76039,41.39421
FBgn0031470,0.264513,0.263395,0.298792,0.472759,0.535023,1.094703,2.725667,2.366213,2.829506,5.356386,4.534046
FBgn0031471,0.687665,0.464613,0.575037,0.857293,0.737118,1.195409,1.102778,3.317704,4.909364,6.264427,7.646532
FBgn0031473,16.72082,17.04886,19.31378,17.07296,20.41625,20.16744,16.44825,14.63643,14.25513,12.06907,14.34793
FBgn0031474,111.4849,108.52846,120.32527,105.76282,129.2,130.31921,113.85432,103.59157,89.33916,96.73247,105.7671
FBgn0031478,81.99535,85.30636,91.12877,83.17017,72.06883,76.82395,67.11671,65.59612,59.70195,61.49293,65.4122
FBgn0031489,50.55587,51.7748,56.38168,68.67545,71.90192,76.75212,95.1012,92.92467,96.35457,104.99846,103.62304
FBgn0031490,4.109719,4.432092,6.101504,7.499996,9.876911,12.096133,12.78984,13.544364,14.745097,17.481754,16.18781
FBgn0031505,177.81711,96.49722,73.5237,72.81161,56.316,54.94026,54.2259,52.35225,58.50853,56.05717,45.77978
FBgn0031514,26.36675,27.63336,29.82239,32.60636,29.58216,25.06471,21.88553,18.38447,14.76374,14.40229,12.20361
FBgn0031515,21.83982,18.90506,18.30992,20.07709,21.94922,21.348,24.86608,26.46025,26.14062,27.43842,30.49299
FBgn0031518,9.471059,10.835326,11.467362,11.723971,12.374251,11.292928,10.333453,9.095879,8.022596,7.857266,7.938465
FBgn0031528,23.431019,15.843904,10.909689,10.633576,10.773433,9.831838,8.324511,6.970475,6.261703,5.800206,6.50543
FBgn0031544,129.67396,109.56855,105.04071,102.83451,88.94745,85.86661,87.96521,86.29882,83.54334,82.45124,79.53978
FBgn0031558,23.20715,16.0389,14.78426,15.84846,11.93023,17.60842,21.51753,28.99924,36.80235,41.10264,34.79594
FBgn0031560,52.18407,38.77184,39.27627,39.85999,36.57356,39.67082,60.13714,74.20229,85.45316,98.75386,76.38459
FBgn0031562,7.775506,7.431067,8.419467,10.88406,9.357645,11.830285,18.683383,23.827215,23.709103,24.093749,24.012861
FBgn0031571,84.73306,82.05179,96.42182,98.178,109.37487,106.6037,113.94189,109.76496,105.88283,126.95423,141.47914
FBgn0031589,131.03079,137.03281,141.58273,131.63168,128.17964,131.70635,116.81067,116.46498,97.34956,102.30152,109.12529
FBgn0031601,17.98765,15.03062,14.3195,15.18446,12.07214,12.32098,12.92765,12.88207,13.48292,12.46521,12.81146
FBgn0031627,39.75722,38.45886,43.55553,37.25857,41.49972,41.24848,33.31853,29.64757,28.74391,26.42375,31.05033
FBgn0031629,46.27159,29.87874,30.07549,27.19549,24.59893,24.71956,24.65958,27.73134,27.11707,24.11097,23.10286
FBgn0031634,6.228419,5.938106,6.140658,5.893863,6.444324,6.677128,5.657026,5.046183,5.956535,5.224088,5.5228
FBgn0031635,46.0382,43.80633,45.46341,45.71421,42.02979,43.45408,40.47289,39.55577,38.21456,39.91782,40.20012
FBgn0031639,17.89668,16.41683,17.01339,17.89383,16.10018,16.34654,15.6017,14.12044,13.71162,14.98104,13.43814
FBgn0031643,74.02252,74.97471,79.50979,85.94632,89.3762,103.84755,94.63716,94.7905,88.69581,100.4836,105.90469
FBgn0031645,257.1118,288.9252,280.9921,296.0564,262.8265,263.835,277.3995,267.578,210.7708,210.6587,205.1039
FBgn0031646,2.859609,2.450277,2.431348,2.3058,2.00779,1.981573,1.620061,1.772059,1.424211,1.341009,1.32496
FBgn0031651,41.19071,35.37176,32.95819,32.13659,30.04609,28.16463,28.99321,26.791,28.04085,25.85326,25.91508
FBgn0031653,825.52999,702.49405,368.20391,293.35274,146.67427,134.0259,106.45564,99.87384,110.34753,65.95753,82.03041
FBgn0031654,448.637244,302.112023,196.487338,137.090835,69.271019,43.912681,33.655738,26.633658,23.643622,10.669136,9.149879
FBgn0031660,79.87549,67.62691,59.50848,62.84362,52.56876,50.88103,50.16192,48.87691,48.16241,46.19187,45.68596
FBgn0031676,24.60599,27.60485,28.108,27.58959,24.90978,24.40669,24.25559,22.33191,21.1035,19.237,21.08674
FBgn0031683,70.82829,68.0595,67.52492,63.65052,61.3023,55.0973,53.21622,50.99759,49.73634,42.32848,48.84924
FBgn0031684,128.47531,114.99308,90.68109,94.80315,82.65581,76.11014,80.41674,70.59299,76.49511,66.95212,65.84625
FBgn0031689,170.5483,138.9308,134.0478,152.2902,129.8273,156.2947,145.6479,185.0715,173.3462,188.7805,202.3553
FBgn0031693,50.43646,48.76111,49.77196,45.80165,45.46942,45.26933,38.68542,39.5857,31.11457,27.26515,30.12346
FBgn0031695,11.55213,11.79622,15.03669,15.25648,17.21974,17.79996,16.62846,14.43885,11.282,12.67382,14.73446
FBgn0031697,8.169952,7.862015,9.532863,7.354372,8.652615,8.552712,6.01988,4.878052,5.336327,4.550274,5.532833
FBgn0031700,37.600044,29.507285,21.625954,18.38167,17.221485,15.429466,11.395314,9.355605,8.548401,7.170378,7.160025
FBgn0031701,12.60824,14.92932,14.42009,20.09754,21.46688,45.47592,77.95975,271.05273,73.97286,174.67395,156.44863
FBgn0031703,68.03721,72.80754,66.39899,69.26206,63.99166,64.63715,63.09646,60.49741,49.35592,49.20259,48.01548
FBgn0031716,10.347405,9.482486,8.852287,7.991133,7.149397,7.226459,6.672446,5.7036,5.496403,4.941496,5.136012
FBgn0031730,3.844368,3.370055,3.187224,2.824526,3.398916,3.000945,2.868675,2.54317,2.696688,2.022093,2.576859
FBgn0031734,177.5392,184.0046,162.3234,165.4498,148.4814,137.7129,142.3255,153.6247,122.7495,126.4447,133.9022
FBgn0031741,56.25221,59.95405,52.43135,66.64745,55.96917,50.92385,50.18457,42.57766,43.6428,44.1662,36.99284
FBgn0031745,7.125393,7.717714,8.10622,7.811458,9.51488,9.796147,10.200107,10.429884,10.660389,11.34517,12.43848
FBgn0031752,85.87762,93.0926,96.1033,97.15041,97.82934,102.18661,92.53107,85.91502,80.12551,78.73706,89.09241
FBgn0031756,5.546886,6.853643,6.508369,5.466999,5.261249,4.604325,4.755037,4.804414,4.064952,3.066741,2.250313
FBgn0031770,10.138383,10.029588,10.805706,8.776265,10.342886,9.532756,6.301708,5.756955,6.355943,5.618581,6.710499
FBgn0031771,478.4607,411.7709,333.5604,355.5076,319.605,299.8231,266.219,254.7224,231.5009,214.5335,199.9174
FBgn0031775,2.123175,1.721077,2.165173,3.805977,3.321526,3.337946,4.01133,4.586967,6.646454,7.104608,8.143149
FBgn0031791,4.392738,3.185645,2.641884,2.712462,2.26379,2.081772,1.928767,1.989628,2.228022,1.79896,1.646322
FBgn0031800,73.81681,65.87799,56.68263,57.25429,55.98927,54.02446,47.03873,45.569,43.60006,35.85894,33.52743
FBgn0031801,149.66069,148.30524,129.64994,143.73537,126.58082,108.5137,112.234,114.4616,95.04922,96.54862,80.89534
FBgn0031802,1.416656,1.371256,1.039298,1.324667,1.359348,1.375868,0.908984,1.80147,1.858178,2.013209,2.544879
FBgn0031805,28.8914,34.89476,28.00947,28.52476,24.1872,21.42064,19.30667,17.19108,15.16406,14.79672,11.25648
FBgn0031811,5.003273,5.134995,5.719464,5.063051,5.190944,5.781918,4.856945,4.359691,5.129222,4.478752,4.767299
FBgn0031813,165.14544,167.01369,171.39142,174.32707,136.93141,127.61952,123.8859,112.0751,103.25895,97.44706,98.58896
FBgn0031814,182.1895,191.5326,189.6364,181.865,175.6007,175.1667,148.0456,151.2498,131.8393,126.4387,114.8944
FBgn0031815,103.25679,105.7253,102.97171,100.86684,93.43418,94.39589,84.61585,85.9793,81.07567,81.8069,79.18545
FBgn0031830,372.1207,299.5591,251.4319,221.4671,185.7864,189.2943,165.9659,158.0568,151.9831,145.687,127.1617
FBgn0031836,177.72,188.4925,198.0049,178.9757,177.816,187.7139,158.4364,137.5828,120.7333,116.9204,118.5171
FBgn0031842,170.8012,193.7998,211.274,200.5923,205.3044,199.7164,185.3378,178.2108,166.3385,161.1514,177.0837
FBgn0031850,60.15616,55.42307,47.29594,44.88637,42.08018,43.7796,48.49567,52.49948,50.33907,53.82045,65.57305
FBgn0031855,12.118481,14.343854,14.804603,12.948919,14.03078,12.930942,10.432805,8.505424,8.212882,6.477037,8.157094
FBgn0031857,55.34444,43.8004,50.44032,38.45981,43.46548,49.41416,36.48909,30.11516,27.08765,24.62629,28.1496
FBgn0031860,38.74142,30.39103,27.49006,28.10626,21.70131,22.01489,21.6106,26.4015,23.80429,23.82415,19.18182
FBgn0031865,49.27832,47.82867,44.4064,45.13642,35.30405,30.88284,29.04497,25.20855,21.96685,19.83288,17.9275
FBgn0031879,58.92018,44.86214,42.98366,42.77053,45.59798,43.13553,51.9708,61.10601,58.58629,64.48376,65.26654
FBgn0031883,99.53133,96.87485,105.59254,97.29918,99.63648,106.65491,94.42637,84.33116,87.04794,82.71364,88.65022
FBgn0031888,3.936763,3.702427,4.513708,4.423133,4.790722,4.841336,7.452253,7.298834,7.101635,8.568349,9.582651
FBgn0031893,60.82538,59.56319,62.47332,60.49403,57.8691,60.96456,55.66433,51.76775,50.5027,48.70545,53.03363
FBgn0031897,193.2727,181.0458,217.667,172.9611,193.9498,200.6075,178.5536,172.8709,167.401,160.8742,172.8539
FBgn0031900,1.26269,0.748995,0.835952,0.763506,0.784799,0.618904,0.614269,0.468163,0.789439,0.475287,0.551909
FBgn0031903,0.86494,0.828736,0.993482,0.680728,1.106386,0.773297,0.515253,0.497037,0.850305,0.78894,1.023278
FBgn0031908,72.99628,64.90426,54.2007,42.53427,46.69784,51.145,42.8466,36.56945,31.28662,26.70983,29.24556
FBgn0031913,148.61219,133.6462,136.02113,119.95108,98.22009,94.54119,87.29196,84.83326,84.36243,81.35029,75.34417
FBgn0031914,139.59357,137.7579,142.67047,130.68724,124.01037,127.95412,109.01855,108.69224,88.11089,89.50927,94.77468
FBgn0031925,102.87869,98.55232,89.03149,90.48512,81.36407,65.34071,51.96072,60.01204,35.46211,33.90846,29.13035
FBgn0031926,4.049537,3.031624,2.567989,2.481,2.275276,1.83011,1.884317,2.049943,1.648438,1.503267,1.723214
FBgn0031929,40.74305,56.28113,54.76083,55.84192,39.35613,29.04403,29.73187,23.99166,22.80331,20.48469,19.21059
FBgn0031930,13.303753,15.844705,14.893745,14.84007,11.983701,7.16815,7.193975,5.75021,4.601253,2.944177,2.795606
FBgn0031937,35.19809,30.67031,27.6663,32.55698,27.13725,29.42932,34.6769,41.47877,40.37961,44.32464,43.96372
FBgn0031939,14.26061,12.44346,12.33371,12.57023,12.42723,13.63339,14.39183,16.12864,15.72923,17.47498,19.25278
FBgn0031940,4.162021,0.836321,0.576095,0.522894,0.534679,0.392443,0.502017,0.63369,0.437298,0.490167,0.555712
FBgn0031942,20.735409,5.956504,3.20638,2.286316,1.641912,1.540298,1.186801,1.299111,1.473483,1.204229,1.609599
FBgn0031948,39.66477,41.43629,41.19147,38.11249,40.7383,40.36146,35.67417,33.54824,31.32925,30.10252,32.56406
FBgn0031950,108.14734,118.5617,119.04712,124.84704,117.6295,117.71511,112.33393,108.07087,98.82533,93.96397,99.73752
FBgn0031968,58.56626,54.61705,49.50358,51.4567,37.92191,33.6897,29.43467,26.83898,24.52358,21.62383,20.11307
FBgn0031973,23.98345,21.23512,21.45176,21.11101,22.52382,21.37615,26.1216,31.26079,29.94426,27.25058,27.20163
FBgn0031987,55.60132,55.18446,56.26498,54.95686,47.94093,45.54178,44.43641,44.10773,39.62762,38.88811,38.61854
FBgn0031995,160.56126,134.16842,123.95555,116.162,111.03892,115.14418,106.02381,105.45492,97.33566,107.24627,113.33278
FBgn0031998,37.80095,46.99313,48.32503,45.82183,40.1574,40.25765,37.08378,30.80302,29.39414,29.76927,29.64877
FBgn0032002,8.661933,9.743609,14.859636,15.369983,16.121249,16.224126,16.644638,14.575265,13.807996,15.965989,15.845792
FBgn0032013,13.07037,12.176305,10.760733,10.04347,9.649445,9.482854,7.767407,7.38237,6.335901,5.60581,7.062856
FBgn0032015,62.48405,70.30373,73.5696,81.6961,72.542,82.40916,79.73365,76.75887,74.81626,77.04382,79.78885
FBgn0032021,75.25645,65.72135,73.1507,58.71254,63.39298,64.49286,50.82876,52.72778,48.45373,45.04482,51.35133
FBgn0032023,14.71659,14.370688,14.634601,12.900617,13.56747,12.264466,8.582053,8.029958,8.463696,6.389215,7.753658
FBgn0032029,97.40596,89.94631,97.19976,81.50157,69.72624,76.40562,58.83054,54.50703,49.32703,49.25456,46.58494
FBgn0032032,11.789326,10.876526,11.111534,11.048205,10.448693,10.672424,10.483951,8.774354,8.804573,8.914174,9.202277
FBgn0032040,1.157921,0.803999,0.857047,1.629465,2.252829,1.730435,2.639942,2.739726,3.583634,6.230919,5.110944
FBgn0032049,1630.5053,1491.8963,1715.274,1759.4719,1041.0596,899.2521,779.9645,637.208,550.0714,386.284,358.4667
FBgn0032055,354.9511,260.4305,251.7984,226.4306,204.3104,171.9971,118.7541,144.7028,112.6276,108.832,114.9408
FBgn0032058,0.556628,0.173637,0.228417,0.264236,0.327137,0.365425,0.459772,0.575731,0.761329,0.804376,0.770672
FBgn0032068,193.64244,170.10355,199.69073,189.8442,141.5306,128.42924,128.39052,132.56223,129.37395,81.31074,84.28935
FBgn0032069,222.56718,169.60321,212.52358,205.4539,155.60502,131.79984,128.594,134.17962,140.62016,100.43024,95.06844
FBgn0032074,12.801151,13.103961,16.176272,18.810553,16.271088,14.735845,14.374916,11.68148,9.641426,10.983393,11.445747
FBgn0032075,181.1692,186.2297,212.8232,235.5316,194.4257,192.0156,180.5406,159.323,142.2546,154.4862,153.5436
FBgn0032076,100.96658,69.98777,55.02703,52.67305,43.74982,45.36678,47.49417,63.87417,69.85749,81.19874,66.53841
FBgn0032078,55.94058,53.93604,60.31158,53.55419,53.79524,54.96533,50.8138,42.5841,41.0408,40.93255,43.42263
FBgn0032082,10.064861,9.116027,13.578942,10.051783,10.963189,9.940703,7.21375,4.266665,4.676216,4.310225,4.606724
FBgn0032085,20.85531,20.163926,21.135469,19.876065,16.073519,12.486399,11.323069,10.256921,9.835166,8.069426,7.412624
FBgn0032087,47.46219,45.65114,87.73704,87.46498,84.10569,74.56216,79.4875,55.17156,53.98699,50.42351,54.43692
FBgn0032095,1.546408,0.694094,0.729439,0.707339,1.324129,0.725805,0.911911,1.647884,2.218633,3.165912,6.171725
FBgn0032124,4.98712,6.638342,9.164504,8.753125,9.474432,10.390076,10.187095,8.477108,6.943508,7.962811,9.314429
FBgn0032125,0.47091,0.32603,0.340434,0.288565,0.417132,0.333718,0.345507,0.251408,0.16873,0.17862,0.147878
FBgn0032126,10.419783,8.295279,11.050713,9.638467,10.203571,7.35747,7.320749,3.680633,2.432909,3.107057,2.328564
FBgn0032127,96.38723,59.55738,66.07853,68.78363,59.10305,42.00449,47.47313,23.19207,16.50303,14.51771,10.03659
FBgn0032139,15.54728,17.23311,18.02586,18.61363,19.29909,21.58141,20.29016,21.97935,21.64798,22.48292,28.74846
FBgn0032140,32.11957,22.26006,19.65906,24.70474,23.29174,27.10326,34.98437,39.1486,52.06325,53.39704,62.03577
FBgn0032144,838.8505,648.7898,581.8878,582.6659,338.1746,300.8035,238.1556,205.8428,191.5593,129.0548,137.668
FBgn0032162,53.26904,33.86226,33.73957,32.40981,25.09651,22.57608,19.87929,20.46677,20.05148,20.21086,17.24759
FBgn0032166,31.72946,30.03873,30.35436,29.20842,29.15869,30.51338,26.62731,25.06569,23.83338,23.61797,23.71759
FBgn0032167,15.51308,15.90646,16.76035,16.81898,15.21677,13.83743,13.17865,11.57739,10.72568,11.21652,10.25572
FBgn0032178,10.364679,6.523606,5.73936,6.252334,5.982401,5.565877,5.075205,4.815738,4.642494,4.245987,4.578999
FBgn0032181,7.883389,6.408734,5.826563,5.300543,5.425351,5.347514,4.638006,4.78657,5.621475,3.988661,3.709097
FBgn0032184,0.459186,0.214048,0.288208,0.165274,0.259715,0.364729,0.370835,0.291228,0.392662,0.616414,0.920535
FBgn0032187,34.93156,39.19276,44.47857,40.68402,45.36292,49.1511,42.58182,34.32684,27.79803,29.81975,30.06267
FBgn0032200,67.21671,69.20896,72.24463,73.7499,77.9356,85.97225,87.11034,79.30752,70.12867,69.02524,70.01423
FBgn0032211,2.007496,1.877957,2.037084,1.901775,2.658697,1.833956,1.825566,1.085855,1.25382,1.233683,1.129526
FBgn0032222,76.24275,68.7573,61.91645,60.94564,53.78762,53.19614,49.82319,45.87345,44.97775,42.12241,41.60279
FBgn0032228,2.79229,3.469381,3.347616,2.644511,3.032668,2.660289,2.565382,2.179002,2.185119,2.132863,1.944403
FBgn0032233,17.708975,16.261018,16.761359,14.560632,14.658048,14.020658,10.811848,9.842264,9.090796,9.155244,10.092314
FBgn0032235,74.99122,80.57728,102.53116,100.00519,90.92759,86.66066,81.53423,69.85571,59.66682,64.68323,69.19008
FBgn0032249,29.98811,32.02174,35.45891,33.44739,33.05119,34.17722,28.38367,26.91595,23.4161,22.6361,27.22411
FBgn0032253,52.15778,52.38213,58.04416,59.74054,56.3443,54.52349,52.58451,51.4022,42.35596,41.68704,39.49017
FBgn0032260,3.437192,2.741834,1.940304,1.706144,1.80827,1.468336,1.392147,0.90279,0.883658,0.804661,0.758355
FBgn0032264,76.4744,56.76482,61.97905,56.68473,53.79459,54.8997,60.26152,72.96641,68.02161,80.15596,79.15832
FBgn0032271,21.28769,22.13861,22.4785,23.03151,19.32965,18.17439,21.77953,18.7462,19.33871,17.71603,22.18706
FBgn0032281,2.488003,2.887341,2.019986,2.809647,2.24363,3.050754,4.201854,5.56282,6.917938,6.903785,5.910203
FBgn0032283,6.029931,5.263274,3.769625,4.252747,4.831081,5.527986,6.143843,7.917986,11.151235,8.451231,8.497727
FBgn0032298,34.53798,27.35833,26.15803,26.50847,24.31195,24.13482,23.74962,23.0047,21.16197,20.3494,19.8178
FBgn0032336,22.74188,25.04332,32.01046,27.07791,34.85855,37.41394,27.93064,24.73552,21.06818,17.94039,20.00426
FBgn0032373,124.86773,114.56408,107.70865,118.10389,85.37694,69.90181,65.20011,59.19258,53.64309,53.86994,52.411
FBgn0032381,18.46778,23.6725,35.82393,32.2278,32.39697,50.56673,44.44494,71.4617,83.80647,97.25746,130.16594
FBgn0032382,120.7412,115.6319,105.4725,120.2505,102.3398,116.5593,146.077,177.8942,189.4332,240.4303,226.9335
FBgn0032387,14.16372,11.95788,13.93146,16.87299,17.70817,23.28977,27.69096,31.92082,33.71643,35.47817,40.86357
FBgn0032393,58.71675,59.01219,63.47068,73.33476,72.86386,75.73258,71.8349,68.65577,69.07466,69.33561,69.44437
FBgn0032394,128.87394,109.358,101.63462,101.5375,84.08649,73.66471,66.48917,64.74647,57.7667,57.26954,53.27436
FBgn0032399,4.626399,3.884255,4.483243,4.028906,4.431728,4.315407,5.139105,5.348489,5.469358,5.806028,8.294386
FBgn0032407,113.25158,80.6455,67.62887,70.51622,59.13584,56.60553,57.90877,57.20663,57.94654,58.26373,52.011
FBgn0032414,7.15951,5.742319,5.465797,4.378081,4.413828,3.837571,3.223275,3.232776,3.442932,2.87392,2.727347
FBgn0032433,31.91596,33.96718,39.3179,40.52707,36.2206,35.93874,30.21511,30.00504,24.92836,25.20458,24.04265
FBgn0032451,55.09056,42.91025,44.21331,45.19336,42.43427,45.21743,49.37335,53.00243,54.37969,61.84156,61.89738
FBgn0032479,218.1992,220.9747,217.3657,215.4509,217.2144,226.0043,201.2079,191.385,186.2438,182.1488,194.4853
FBgn0032480,99.26907,103.88041,104.1614,104.25283,96.84095,101.42988,92.91661,91.36785,87.56929,83.34025,83.77268
FBgn0032482,359.9879,352.4101,373.9182,345.757,307.4532,286.628,317.4286,276.8266,273.1372,225.3141,266.9706
FBgn0032484,13.595268,12.63676,13.480232,12.140324,12.027121,12.341244,9.739219,8.951864,8.556702,8.551112,12.312068
FBgn0032494,248.9212,225.8338,187.1776,196.9449,159.3448,147.5343,137.978,159.6513,137.5743,128.0372,119.7183
FBgn0032505,2949.436,3130.303,3320.636,3421.599,2443.75,2403.556,1901.28,1620.805,1384.155,1470.148,1251.237
