Genes,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
FBgn0262035,10.94611,11.371602,10.165076,11.879421,9.868789,12.77627,15.248565,17.852245,18.760925,18.794098,19.318453
FBgn0262111,7.652836,4.65809,4.893104,4.106859,4.998547,5.463215,3.796733,6.799551,6.451504,7.079937,7.909818
FBgn0262116,206.57131,131.54458,121.3963,116.25696,97.59995,92.54437,98.919,91.91989,97.42646,99.99822,91.74548
FBgn0262141,1.927541,2.313991,2.038138,2.26524,2.200393,2.527157,3.740025,4.603531,4.632182,5.151111,5.343915
FBgn0262146,44.46432,57.20135,62.16121,63.88088,47.06986,48.76273,41.21107,33.7219,26.71978,40.20556,30.73953
FBgn0262150,3.523613,3.621261,4.792708,4.559298,5.196409,6.159302,7.256961,8.924512,10.522841,11.303299,12.751061
FBgn0262357,15.58596,13.55646,30.52435,41.6008,48.91781,57.54485,49.44203,53.2751,44.87492,43.74032,47.67708
FBgn0262366,6.121988,5.601932,8.483626,10.225322,13.793973,15.855815,17.155185,15.490806,13.403939,17.048035,16.266328
FBgn0262476,70.37036,56.228,57.4634,49.08215,47.85854,43.73955,36.59218,33.50117,28.66338,28.08443,29.80374
FBgn0262508,462.661,379.9672,345.902,321.1386,354.7929,370.3863,288.513,258.4952,228.2511,210.3323,226.2513
FBgn0262511,210.1791,205.4532,217.5069,189.9628,205.563,205.1828,187.8207,168.453,154.3558,158.0714,166.7878
FBgn0262512,104.36148,99.80495,100.64948,99.57517,79.96184,83.05603,80.11466,73.19005,76.16246,70.81316,68.52917
FBgn0262515,342.3657,350.2843,347.0899,367.0966,330.6693,335.9044,306.3912,289.0451,264.4998,260.6687,280.8368
FBgn0262524,6.654899,6.742581,6.797932,6.927739,8.091388,7.862321,9.492237,8.988473,9.242884,8.880416,9.866531
FBgn0262531,2.914746,3.433517,3.539425,2.352904,3.931874,3.579896,4.970273,6.550626,6.798454,5.428269,5.504563
FBgn0262559,415.3123,324.9331,286.0315,288.3518,237.2284,257.5333,225.0868,232.5209,235.6527,223.142,209.6144
FBgn0262560,23.15098,19.96212,19.47389,21.31286,18.40655,18.63145,18.11261,17.03188,17.35458,18.06506,18.05349
FBgn0262565,2.446199,2.183963,1.789181,1.531696,1.000876,1.373912,0.976578,0.962885,0.792996,0.993237,0.776776
FBgn0262599,9.271008,4.365208,2.768506,2.331357,2.142174,2.147302,2.004434,2.115489,2.036382,2.001285,1.987133
FBgn0262607,0.309036,0.122895,0.22976,0.134893,0.384422,0.32383,0.486895,0.650294,0.455794,0.541965,0.564885
FBgn0262624,18.65255,14.200734,15.228708,14.095551,13.767732,12.671997,11.507051,7.864498,7.795429,6.786911,6.55785
FBgn0262686,4.594802,2.418114,1.897119,1.190418,1.812443,1.562978,1.397596,1.170736,1.481044,1.081592,1.047652
FBgn0262717,8.703132,7.769309,7.646857,9.094081,8.843655,9.83548,10.20728,13.76233,14.241029,16.750016,15.578944
FBgn0262721,1.05154,1.190672,1.052684,1.082148,1.507861,1.47439,1.876529,2.324014,1.679456,2.054193,2.281218
FBgn0262728,66.32571,70.16708,75.3703,67.78092,75.01372,73.39522,56.4818,50.45023,51.64641,42.05486,47.63658
FBgn0262742,299.2873,251.1026,244.4133,205.5188,217.7234,217.4959,203.5932,179.121,172.4351,183.8598,205.4051
FBgn0262782,504.4044,357.9015,325.2811,335.4026,271.791,279.3209,274.3169,306.2661,302.2235,338.6632,287.6612
FBgn0262808,2.185993,2.158217,1.597615,2.013988,1.976743,2.626668,3.928375,4.871745,5.52848,5.530964,5.758186
FBgn0262816,1.786826,1.716065,2.334065,2.388813,3.872432,3.449378,4.087071,3.267577,3.541198,3.703279,4.368163
FBgn0262825,11.084804,14.286701,18.905569,12.921036,11.718477,14.359188,8.412486,7.157894,4.714507,4.281369,3.958902
FBgn0262838,8.488164,5.730228,4.382664,6.942732,8.696566,8.306662,14.02046,20.982081,27.720154,22.684297,19.864539
FBgn0262843,7.180547,7.654074,5.554606,5.621132,4.777198,3.611436,4.217029,2.809254,4.084746,3.399477,2.789755
FBgn0262854,1.042837,1.225158,0.946719,0.978901,0.947017,0.464472,0.51607,0.334671,0.426769,0.342221,0.540772
FBgn0262871,80.9683,89.60697,98.56109,85.05742,91.68446,94.40684,77.38831,74.92701,65.91272,66.29969,76.06377
FBgn0262872,336.971,334.549,349.9748,329.1773,345.3456,336.4278,309.1756,294.635,276.2434,271.6785,284.6879
FBgn0262887,11.254137,10.442057,11.18039,11.086664,9.671706,9.869888,8.465778,7.872925,7.636496,6.935073,7.451011
FBgn0262900,9.451394,4.347433,6.440813,1.393316,1.996459,3.490586,2.185828,3.359383,3.068185,1.624355,1.728189
FBgn0262964,0.657843,0.486433,0.539412,0.33735,0.516479,0.361607,0.300413,0.448997,0.347726,0.375758,0.366423
FBgn0263006,1597.2351,1113.3573,629.4095,473.9494,431.6247,441.6736,357.5006,352.4496,314.5498,311.6678,337.3022
FBgn0263038,6.976877,6.992846,7.493658,7.105139,7.306429,4.804239,5.756447,2.971632,3.581561,2.578434,1.991649
FBgn0263077,232.5635,229.6163,273.1217,217.4803,237.4092,221.7232,185.7694,159.0966,141.4594,129.8563,156.1747
FBgn0263081,18.78468,20.23068,37.54144,33.41204,30.39636,26.61405,26.32858,18.37636,17.94204,18.60843,22.43197
FBgn0263096,0.373522,0.228611,0.432801,0.27684,0.360992,0.339337,0.470364,0.489825,0.541902,0.446727,0.726372
FBgn0263117,3.448828,1.979079,2.029927,1.584616,1.739621,1.493643,1.515768,1.619713,2.177433,1.619781,1.862268
FBgn0263118,7.438795,6.622157,8.405025,7.992411,9.504035,10.556621,10.462093,9.122604,8.492987,8.80515,11.055915
FBgn0263120,843.968,819.8821,882.8422,817.5711,807.9856,820.5707,734.9201,717.0254,602.873,598.3641,590.9387
FBgn0263199,155.7468,128.2826,125.349,123.4345,104.403,123.4685,124.8568,153.3398,162.8781,183.3543,175.0125
FBgn0263200,97.79635,77.56095,69.30312,72.55715,51.95452,55.70921,48.26619,58.42823,61.30344,63.53539,51.05698
FBgn0263220,335.9928,369.6126,377.3007,318.8326,295.215,279.4686,280.6209,325.8437,246.8339,313.1241,373.5805
FBgn0263316,50.95125,48.93457,47.38857,54.79138,53.33808,54.21959,58.49409,65.87991,62.38297,72.76347,80.03861
FBgn0263336,9.146758,10.087944,11.355089,12.028123,13.720438,18.934207,14.140951,15.262552,11.884476,10.184189,11.436976
FBgn0263351,110.68933,97.87322,92.82026,89.12463,81.0812,79.96488,83.54283,78.47632,78.15836,77.00459,77.83879
FBgn0263353,62.14712,55.48353,59.27464,46.55107,52.97006,47.71684,32.13627,31.16897,28.74103,24.37676,30.24189
FBgn0263380,3.008611,1.319619,0.84215,0.512255,0.507661,0.507461,0.258292,0.49718,0.801089,0.696589,0.52483
FBgn0263397,131.21156,118.89219,139.30374,108.16146,121.75715,119.97482,103.43832,95.25707,90.41799,80.29046,93.44324
FBgn0263406,2.751521,1.326262,1.150365,1.047215,0.783617,1.231668,0.828944,0.815853,0.824004,0.954229,0.877906
FBgn0263456,91.19279,90.98821,85.5319,65.89315,73.84654,71.49511,48.93229,38.38488,39.38502,33.41175,42.44386
FBgn0263586,2.288366,2.192409,2.03749,2.070093,2.068265,1.865034,2.090183,1.573349,1.300243,1.309678,1.628601
FBgn0263593,257.4557,241.684,269.5869,251.3989,246.4292,245.7504,218.2711,200.2809,198.7619,194.4684,216.2092
FBgn0263598,484.5987,491.1949,515.9359,508.4691,478.1963,486.8951,459.7438,434.1456,406.1101,412.5027,425.4903
FBgn0263621,8.011602,6.825251,9.234097,7.044484,5.679074,6.859508,4.672561,5.017634,4.113212,4.871618,4.428729
FBgn0263748,81.362569,109.431898,83.199179,72.09412,53.599228,40.353751,29.79029,26.90407,16.856873,12.877902,8.892082
FBgn0263763,35.41548,39.51942,39.12556,34.10288,29.64821,25.39491,17.40272,17.51845,16.40616,19.3837,13.74852
FBgn0263770,0.905022,1.138775,0.854099,1.242133,1.992453,1.87124,1.829616,1.709972,1.483136,1.456344,2.038017
FBgn0263771,0.475345,0.72716,0.766654,0.826467,0.89794,1.404146,1.228698,1.105231,0.819165,0.852006,1.359569
FBgn0263776,137.10967,119.8702,118.36151,121.06087,111.14642,106.18527,102.28271,92.59672,81.38351,80.62375,82.76212
FBgn0263780,74.18003,77.3983,79.01481,66.55111,70.21631,62.75303,72.39753,75.70338,54.58529,60.9973,68.6549
FBgn0263782,74.30482,81.70311,81.62158,80.70572,75.57703,70.59484,68.27513,60.32649,60.23266,51.84432,55.33615
FBgn0263830,27.647829,21.346967,15.973062,17.113399,13.840085,13.742365,13.306797,13.011253,13.530746,9.399541,8.779592
FBgn0263911,217.04372,172.32029,138.44511,135.22022,112.55744,105.1321,98.97206,96.4113,88.33386,80.38317,75.5597
FBgn0263916,54.80902,47.0986,44.02506,45.22381,37.06048,38.68071,34.62156,33.85376,33.80253,34.64153,34.09849
FBgn0263934,9.371811,9.067405,9.470363,8.759569,9.384959,9.583438,7.319956,7.22121,7.471097,6.83001,7.230327
FBgn0263986,8.510688,7.275559,6.071738,7.07122,7.067459,8.258867,9.980366,13.385009,9.940637,12.55719,13.22141
FBgn0264002,9.661138,7.402442,6.268665,6.515124,5.938531,5.539793,4.955131,4.321329,4.317086,4.07973,4.475356
FBgn0264272,18.227832,17.177989,17.80247,14.239399,14.729953,13.900069,11.921911,8.937927,7.886655,7.463222,7.282353
FBgn0264296,19.731018,20.696767,18.521436,20.251688,16.990386,15.68895,13.496567,11.699099,9.450367,11.539688,10.583109
FBgn0264325,29.96484,26.09789,25.60063,25.49415,22.92335,23.37527,24.08667,22.52023,21.87142,20.94984,22.01487
FBgn0264339,26.83849,26.63678,22.78808,22.07451,21.5642,20.61517,18.12521,19.20588,18.26388,18.08505,19.27341
FBgn0264385,3.039013,3.819303,3.723071,3.678552,4.358885,4.855074,5.408635,4.613164,5.445869,5.231834,6.397365
FBgn0264479,8.130375,2.563463,1.53311,0.525635,0.824175,0.919727,0.788753,0.759196,0.970132,1.246425,0.960748
FBgn0264494,230.9324,251.8009,258.5755,258.3122,235.7403,237.2895,214.7094,216.0408,196.1637,180.0988,186.1864
FBgn0264541,7.258403,2.744358,3.398174,14.838372,9.045436,22.27088,59.163372,56.799832,93.829378,83.213931,72.628088
FBgn0264674,0.721262,0.691488,0.726931,0.51016,0.683242,0.367349,0.571663,0.47811,0.57674,0.512364,0.604011
FBgn0264695,2180.3087,1488.1292,1241.644,1033.6556,1184.2823,1247.9849,1054.3555,981.1387,840.6997,779.3193,896.447
FBgn0264698,0.246764,0.20099,0.327971,0.158528,0.23602,0.258707,0.514287,0.510031,0.48403,0.608207,0.68079
FBgn0264699,4.50111,4.682093,5.359427,5.30061,8.502971,9.346923,11.992801,9.191438,8.202657,7.904839,9.535073
FBgn0264721,2.913939,3.15395,3.263668,3.504597,2.89288,3.059388,2.699248,3.122644,2.376746,2.582489,2.444233
FBgn0264750,102.58255,107.19836,128.15944,112.88435,101.13573,101.31611,87.69035,74.41975,71.91326,73.88983,69.80796
FBgn0264775,2.712437,5.020728,7.273768,9.984433,10.985389,9.999258,15.267205,10.675981,9.421093,11.807886,10.860231
FBgn0264785,81.81448,91.65995,109.53021,103.30513,103.30894,118.54853,108.73459,98.23789,95.17935,105.30166,115.18044
FBgn0264790,2.230715,1.524744,0.827364,0.977108,0.989524,0.746733,0.783858,0.708322,0.881794,0.839928,0.738001
FBgn0264831,1.661193,3.181809,2.607554,3.737728,1.618851,0.784299,0.634159,0.735691,0.469892,0.350874,0.283146
FBgn0264835,1.875836,1.309398,1.463262,1.055181,2.286766,1.965603,1.702966,1.941078,1.901297,2.52247,2.784341
FBgn0264884,1.179813,1.496885,1.349926,1.604864,1.521786,1.661978,1.991405,1.73154,1.934126,2.271362,2.272174
FBgn0264907,23.28601,22.31763,19.60734,16.08316,19.29929,17.64245,15.28331,13.94872,12.11638,11.73329,13.93221
FBgn0264962,161.9905,168.5103,182.1346,171.8757,180.6151,183.2622,161.5712,149.9556,145.1064,141.5206,162.9436
FBgn0264986,2.512815,2.09527,1.891537,2.044214,2.153313,2.259699,2.582001,2.802556,2.538442,2.779445,3.004891
FBgn0264987,2.81213,2.664128,3.141191,2.920315,3.858641,5.92325,7.643487,11.811022,16.238422,23.007631,27.795713
FBgn0264991,43.888598,46.513983,42.680576,37.345544,28.551548,17.785034,16.882382,11.284356,7.089839,6.997301,4.275648
FBgn0264994,0.774887,0.523769,0.86775,1.088291,1.258868,1.42474,1.247931,1.088776,1.277697,1.24808,2.425253
FBgn0265001,1.471821,1.342252,1.11187,1.085648,1.067759,1.073265,0.864899,1.026774,0.985876,0.92823,1.093597
FBgn0265045,625.3286,377.5642,328.5912,264.4954,315.9019,277.0018,228.5972,204.5645,169.4541,165.5993,173.3845
FBgn0265074,0.656882,0.501916,0.658312,0.767694,0.751549,0.699024,0.888188,0.877091,1.015724,1.214161,1.400399
FBgn0265081,0.889659,0.736683,1.184049,1.269623,1.469962,1.073539,1.035157,0.824557,0.699286,0.865592,0.745242
FBgn0265137,71.08532,62.58634,60.82675,68.68152,63.34357,68.68805,76.87556,79.49509,83.98177,87.47244,89.208
FBgn0265140,58.53752,58.2001,63.50635,61.40646,68.52649,69.16704,70.77921,72.86044,68.89013,75.51156,90.95796
FBgn0265177,66.81911,49.15407,38.96934,40.22471,32.83901,30.83771,30.53532,28.83479,31.59213,28.52243,26.39527
FBgn0265182,53.34291,57.01558,74.16214,57.48997,71.28556,71.06046,46.03733,37.8832,39.14095,32.54973,40.77573
FBgn0265262,159.34022,145.33954,137.7691,114.33203,125.16203,118.40523,92.48455,84.78622,82.03097,72.59479,83.6641
FBgn0265346,3.842016,4.534525,3.126545,3.839952,4.839183,4.33402,7.745099,6.154517,6.810096,11.119225,11.675
FBgn0265351,7.831655,7.265585,6.823974,6.955916,5.667802,5.747461,5.496963,5.068984,5.724476,5.907214,5.467172
FBgn0265356,152.45806,114.97322,101.94209,98.39214,116.65685,124.89406,114.59605,97.90586,91.75326,90.21476,99.10192
FBgn0265369,1.583973,1.612639,1.838041,1.553128,1.140685,1.358887,0.798854,0.707666,0.605781,0.555242,0.567842
FBgn0265377,0.260451,0.211843,0.656979,0.312756,0.917011,0.566704,0.624612,0.416437,0.455336,0.367202,0.528265
FBgn0265413,33.74182,31.6267,29.07745,34.53194,35.48217,38.02982,43.27191,49.5017,50.36946,54.71674,60.08328
FBgn0265487,718.8015,885.0828,1171.3258,1286.2333,1343.2655,1481.851,1374.4172,1602.9422,1185.5156,1168.1419,1427.5387
FBgn0265577,5.348809,2.136077,4.37215,7.712101,8.32283,13.222647,38.43457,34.2871,71.136315,57.717536,50.002144
FBgn0265635,1.162579,1.074694,1.32279,1.900238,1.795698,1.404312,1.44723,1.363111,1.177572,1.111326,1.337163
FBgn0265660,0.959541,0.531628,0.672765,0.619912,0.551476,0.417127,0.426114,0.566841,0.355948,0.29605,0.216958
FBgn0265671,0.31922,0.299321,0.459457,0.319291,0.749281,0.509577,0.683004,0.413841,0.38359,0.63456,0.676766
FBgn0265699,2.316574,2.03212,1.745247,1.562339,1.824191,1.322278,1.597377,1.250803,1.415408,1.411914,1.416329
FBgn0265710,0.719739,0.289142,0.37305,0.389151,0.702318,0.326857,0.429366,0.436057,0.419561,0.462867,0.734367
FBgn0265718,1.611636,0.786069,0.569711,0.596201,0.589733,0.635336,0.507146,0.430378,0.644027,0.681378,0.655063
FBgn0265759,1.78844,1.701751,1.637683,1.230612,2.072975,1.819845,1.196222,0.879685,0.759652,0.720118,1.02848
